StdReturn,MaxKL,MinReturn,MeanKL,Perplexity,LossBefore,AverageReturn,TotalExecTime,ExplainedVariance,MaxReturn,AveragePolicyStd,NumTrajs,Time,ItrTime,Entropy,LossAfter
820.609529557,1.20877,0.0,0.373706,12.9461,0.00685011,640.0,24.45928192138672,0.0253343784895,2800.0,0.870797,20,24.75088119506836,24.75088405609131,2.5608,-0.0424269
1382.60623462,0.265382,47900.0,0.0460344,13.0351,0.00319039,51180.0,30.47748112678528,0.964465981834,52900.0,0.873703,20,55.448246240615845,30.691879749298096,2.56765,-0.0114935
931.920060949,0.144562,49500.0,0.016879,13.0559,-0.00060701,51595.0,31.741831064224243,0.969370548514,52600.0,0.874388,20,87.44514584541321,31.984071969985962,2.56924,-0.00830463
631.248762375,0.0378487,50200.0,0.00471681,13.052,-0.00782768,51795.0,29.48282814025879,0.974603467716,52800.0,0.874247,20,117.1256456375122,29.666831970214844,2.56894,-0.0105146
489.77035435,0.0604819,50800.0,0.011839,13.001,-0.00851022,52175.0,30.415842533111572,0.98010993121,52900.0,0.872547,20,147.73092985153198,30.56781315803528,2.56503,-0.0119156
531.130868996,0.142093,50300.0,0.00427861,12.9458,-0.0098269,52130.0,29.9920916557312,0.981905866098,52800.0,0.870711,20,177.99485731124878,30.22760558128357,2.56077,-0.0142264
376.662979333,0.067836,51200.0,0.025199,12.8823,0.00453313,52075.0,32.42126989364624,0.979042252857,52600.0,0.868579,20,210.56936144828796,32.5548632144928,2.55586,-0.000121401
