Perplexity,MinReturn,StdReturn,LossAfter,MaxReturn,MaxKL,TotalExecTime,NumTrajs,ItrTime,Entropy,Time,AverageReturn,LossBefore,AveragePolicyStd,MeanKL,ExplainedVariance
16.3558,0.0,31.224989992,-0.0257306,200.0,3.23654,7.371419906616211,40,7.457833290100098,2.79458,7.457827568054199,5.0,0.00237548,0.982009,0.117093,0.0123370057297
16.3947,0.0,44.0879802214,-0.0263184,200.0,16.2523,7.1598122119903564,40,7.266847372055054,2.79696,14.732216119766235,17.5,0.0120973,0.982837,0.132594,0.0248603663875
16.4942,0.0,85.2936105462,-0.0234706,400.0,1.30314,8.92099642753601,40,9.009018898010254,2.80301,23.74896788597107,35.0,0.0107397,0.985706,0.0706223,0.0377833442427
16.583,0.0,198.100353357,-0.0331378,700.0,13.0123,7.2451395988464355,40,7.380337238311768,2.80838,31.134767770767212,177.5,0.00343379,0.988728,0.0962762,0.106939730664
16.6115,0.0,921.815464179,-0.0413181,5400.0,3.42169,7.161147594451904,40,7.211090564727783,2.81009,38.3503155708313,622.5,-0.0179487,0.988945,0.0553289,0.203213137229
16.4631,200.0,760.916388311,-0.0739639,3200.0,1.6914,7.4958176612854,40,7.610520601272583,2.80112,45.96768641471863,1027.5,-0.0201546,0.984688,0.119808,0.361880387387
16.298,900.0,996.431131589,-0.0534968,5200.0,3.63983,7.951748371124268,40,8.03511357307434,2.79104,54.00539493560791,2125.0,0.0037767,0.980093,0.143683,0.467405493938
