Entropy,ExplainedVariance,MaxReturn,NumTrajs,Time,MinReturn,Perplexity,StdReturn,AveragePolicyStd,LossAfter,AverageReturn,MeanKL,TotalExecTime,MaxKL,ItrTime,LossBefore
2.68973,0.0386829453948,1200.0,20,7.879427909851074,0.0,14.7277,262.44046944,0.929406,-0.0108911,75.0,0.00792836,7.820289134979248,0.0344052,7.87943172454834,-0.00639215
2.68334,0.19325149456,1800.0,20,12.806208848953247,0.0,14.6339,641.794359589,0.926469,-0.00982497,390.0,0.0066002,4.872693777084351,0.0440258,4.923069000244141,-0.00474674
2.68096,0.384834319546,3200.0,20,17.633667469024658,0.0,14.5992,1011.97826064,0.925335,-0.0127974,1070.0,0.0196646,4.796633005142212,0.0775771,4.823198556900024,-0.00147413
2.68023,0.645019350484,3500.0,20,22.315653324127197,0.0,14.5884,821.522975942,0.924999,-0.00195425,2090.0,0.0272959,4.639875650405884,0.0948804,4.677944898605347,0.0110647
2.68576,0.503979916834,11700.0,20,26.831324338912964,2300.0,14.6693,2077.46841131,0.927777,-0.0310709,5125.0,0.0667505,4.471384286880493,0.11357,4.511930227279663,-0.00019978
2.68566,0.750076463499,20800.0,20,31.3008713722229,0.0,14.6679,7698.49823017,0.92762,-0.0140453,11875.0,0.0037224,4.377055883407593,0.0121537,4.465676546096802,-0.00950504
2.68091,0.80411294312,21300.0,20,36.39557862281799,0.0,14.5983,8279.22097785,0.925254,-0.0100196,12950.0,0.0173665,5.000520944595337,0.0456966,5.089849472045898,-0.000792447
