Entropy,Perplexity,MaxReturn,NumTrajs,StdReturn,ExplainedVariance,MeanKL,AverageReturn,LossAfter,LossBefore,MaxKL,Time,AveragePolicyStd,MinReturn,TotalExecTime,ItrTime
2.40341,11.0609,900.0,40,234.507462568,0.176488713376,0.301917,247.5,-0.0572386,0.00788604,12.8976,4.979033708572388,0.805297,0.0,4.902104616165161,4.979036808013916
2.4113,11.1484,1700.0,40,432.406059162,0.32108338191,0.15658,795.0,-0.0271675,0.0263662,1.2325,9.75374722480774,0.80906,100.0,4.698806047439575,4.767966032028198
2.42448,11.2964,3500.0,40,731.603547012,0.443495095484,0.250525,1922.5,-0.0698827,0.0171981,3.42354,14.467918395996094,0.814765,300.0,4.654281139373779,4.700262069702148
2.43308,11.3939,7000.0,40,1021.36856717,0.770417248573,0.0676938,4707.5,-0.0369789,-0.0140548,0.911808,19.074903964996338,0.818198,2100.0,4.548308849334717,4.602537393569946
2.42605,11.3141,6600.0,40,1079.71060938,0.783794470771,0.0558837,4465.0,-0.122673,-0.0861489,0.580587,23.852919816970825,0.815254,2400.0,4.72881007194519,4.765021085739136
2.38298,10.8371,6400.0,40,999.621803484,0.781647711815,0.0662336,4802.5,-0.0598407,-0.0337613,1.20994,28.942748308181763,0.797705,2400.0,5.0136964321136475,5.080847263336182
2.3661,10.6557,6900.0,40,927.14615892,0.789854383045,0.219814,4970.0,-0.094871,-0.0308996,4.35858,33.63778114318848,0.790924,2600.0,4.656472444534302,4.686283826828003
