AverageReturn,LossAfter,Entropy,MaxReturn,Perplexity,NumTrajs,Time,StdReturn,TotalExecTime,MeanKL,ItrTime,ExplainedVariance,AveragePolicyStd,MinReturn,MaxKL,LossBefore
3325.0,-0.0834094,2.5608,9600.0,12.9461,20,31.499099493026733,1978.60430607,31.159159183502197,1.16737,31.499104976654053,0.117872245402,0.870797,600.0,3.70977,0.00788473
32855.0,-0.14675,2.56868,42000.0,13.0486,20,62.216161012649536,5830.04931369,30.532591581344604,0.881518,30.71253252029419,0.542714030129,0.874402,20500.0,2.3298,-0.00444233
47210.0,-0.0507565,2.56646,50600.0,13.0197,20,88.2084743976593,1851.18880723,25.910304069519043,0.190266,25.975721836090088,0.933206264295,0.873419,44700.0,0.684888,-0.0110476
51220.0,-0.018029,2.56094,52600.0,12.9479,20,120.86143779754639,1026.45019363,32.40702795982361,0.0149088,32.64144587516785,0.96777331899,0.870965,48500.0,0.109571,-0.0134176
51945.0,-0.00518173,2.55423,53100.0,12.8614,20,153.33377075195312,773.611659685,32.405733585357666,0.000662403,32.452885389328,0.973215294056,0.868037,50200.0,0.0228717,-0.00309066
51770.0,0.00510507,2.55268,52800.0,12.8415,20,186.8759889602661,692.892488053,33.27219343185425,0.0324542,33.53305792808533,0.9732201356,0.867377,50200.0,0.137989,0.0154299
51620.0,-0.0201866,2.5604,52900.0,12.941,20,219.57982563972473,834.02637848,32.457700967788696,0.0209026,32.69549345970154,0.973269947664,0.870707,49700.0,0.0904646,-0.0125127
