AverageReturn,Time,MeanKL,Entropy,LossBefore,Perplexity,MaxKL,LossAfter,ItrTime,NumTrajs,AveragePolicyStd,ExplainedVariance,TotalExecTime,StdReturn,MinReturn,MaxReturn
0.0,5.653147220611572,0.0,2.79034,-0.0,16.2865,0.0,-0.0,5.653153657913208,40,0.980344,1,5.598099231719971,0.0,0.0,0.0
0.0,10.52475619316101,0.0,2.79034,-0.0,16.2865,0.0,-0.0,4.867399454116821,40,0.980344,1,4.821532249450684,0.0,0.0,0.0
0.0,16.50780749320984,0.0,2.79034,-0.0,16.2865,0.0,-0.0,5.978492259979248,40,0.980344,1,5.947704792022705,0.0,0.0,0.0
0.0,22.888791799545288,0.0,2.79034,-0.0,16.2865,0.0,-0.0,6.3755552768707275,40,0.980344,1,6.3392438888549805,0.0,0.0,0.0
0.0,28.73117709159851,0.0,2.79034,-0.0,16.2865,0.0,-0.0,5.837268352508545,40,0.980344,1,5.80174446105957,0.0,0.0,0.0
0.0,34.634796142578125,0.0,2.79034,-0.0,16.2865,0.0,-0.0,5.897176742553711,40,0.980344,1,5.859246730804443,0.0,0.0,0.0
0.0,40.54838705062866,0.0,2.79034,-0.0,16.2865,0.0,-0.0,5.909011602401733,40,0.980344,1,5.841172933578491,0.0,0.0,0.0
