LossAfter,ItrTime,MaxReturn,TotalExecTime,Entropy,MeanKL,MinReturn,AverageReturn,MaxKL,ExplainedVariance,Perplexity,Time,AveragePolicyStd,LossBefore,StdReturn,NumTrajs
-0.0,10.620441436767578,0.0,10.555067539215088,2.45436,0.0,0.0,0.0,0.0,1,11.639,10.620439291000366,0.827472,-0.0,0.0,20
-0.0,9.444802284240723,0.0,9.350878238677979,2.45436,0.0,0.0,0.0,0.0,1,11.639,20.0681312084198,0.827472,-0.0,0.0,20
-0.0,9.475444078445435,0.0,9.438695192337036,2.45436,0.0,0.0,0.0,0.0,1,11.639,29.547178506851196,0.827472,-0.0,0.0,20
-0.0,9.370605230331421,0.0,9.31244683265686,2.45436,0.0,0.0,0.0,0.0,1,11.639,38.921406507492065,0.827472,-0.0,0.0,20
-0.0,9.287267446517944,0.0,9.254556655883789,2.45436,0.0,0.0,0.0,0.0,1,11.639,48.221776723861694,0.827472,-0.0,0.0,20
-0.0,9.465114831924438,0.0,9.41282844543457,2.45436,0.0,0.0,0.0,0.0,1,11.639,57.69080924987793,0.827472,-0.0,0.0,20
-0.0,9.565170526504517,0.0,9.518828868865967,2.45436,0.0,0.0,0.0,0.0,1,11.639,67.26528024673462,0.827472,-0.0,0.0,20
