Perplexity,MaxKL,AverageReturn,NumTrajs,StdReturn,TotalExecTime,LossBefore,Time,ItrTime,Entropy,ExplainedVariance,MaxReturn,AveragePolicyStd,MeanKL,LossAfter,MinReturn
13.0471,0.0,0.0,20,0.0,11.364836931228638,-0.0,11.47677206993103,11.476778507232666,2.56857,1,0.0,0.87453,0.0,-0.0,0.0
13.0471,0.0,0.0,20,0.0,11.40392804145813,-0.0,23.114168405532837,11.63187026977539,2.56857,1,0.0,0.87453,0.0,-0.0,0.0
13.0471,0.0,0.0,20,0.0,11.782308340072632,-0.0,34.94365334510803,11.824634552001953,2.56857,1,0.0,0.87453,0.0,-0.0,0.0
13.0471,0.0,0.0,20,0.0,11.137044429779053,-0.0,46.13287949562073,11.177546501159668,2.56857,1,0.0,0.87453,0.0,-0.0,0.0
13.0471,0.0,0.0,20,0.0,11.119081258773804,-0.0,57.30520272254944,11.163062334060669,2.56857,1,0.0,0.87453,0.0,-0.0,0.0
13.0471,0.0,0.0,20,0.0,11.601034879684448,-0.0,69.00357913970947,11.685641050338745,2.56857,1,0.0,0.87453,0.0,-0.0,0.0
13.0471,0.0,0.0,20,0.0,11.968561172485352,-0.0,81.01013326644897,12.003860712051392,2.56857,1,0.0,0.87453,0.0,-0.0,0.0
