MaxReturn,LossBefore,ExplainedVariance,AveragePolicyStd,ItrTime,NumTrajs,MinReturn,Time,AverageReturn,MaxKL,Perplexity,StdReturn,MeanKL,TotalExecTime,LossAfter,Entropy
1600.0,0.0110347,0.571375356123,0.827472,10.76585865020752,20,0.0,10.765853643417358,700.0,0.830179,11.639,491.93495505,0.119783,10.686464071273804,-0.0135908,2.45436
3000.0,0.00407519,0.835844835914,0.832064,10.50295877456665,20,1300.0,21.27522087097168,2095.0,0.0171954,11.7681,474.842079012,0.00380758,10.434746980667114,0.0012809,2.4654
2900.0,-0.00197208,0.838165823955,0.833196,10.64065146446228,20,0.0,31.921348333358765,1840.0,0.0267341,11.7921,562.494444417,0.00160652,10.591716766357422,-0.0041856,2.46743
3400.0,0.00625103,0.828452788301,0.832797,10.291615009307861,20,800.0,42.2217755317688,2305.0,0.0117749,11.7805,584.358622765,0.00149769,10.242368936538696,0.00489423,2.46645
3600.0,0.000968942,0.702284720007,0.834305,10.580007314682007,20,1400.0,52.80548405647278,2220.0,0.0277133,11.8174,657.723346096,0.00285112,10.532000064849854,-0.00225575,2.46957
3500.0,-0.0138238,0.856436238784,0.834729,10.701640844345093,20,1400.0,63.51415729522705,2415.0,0.0756835,11.8231,538.771751301,0.0142058,10.65645432472229,-0.0202378,2.47006
4700.0,0.0147877,0.65749580805,0.831611,10.654659986495972,20,1300.0,74.17289233207703,2475.0,0.0515739,11.7417,974.615308724,0.0138405,10.566333293914795,0.00855807,2.46315
