LossAfter,MinReturn,ItrTime,MaxKL,StdReturn,Entropy,LossBefore,AverageReturn,Time,AveragePolicyStd,MeanKL,NumTrajs,Perplexity,ExplainedVariance,TotalExecTime,MaxReturn
-0.230313,100.0,8.136973142623901,149.705,936.452748408,2.79458,-0.0192322,2982.5,8.13697075843811,0.982009,1.82172,40,16.3558,0.547486771795,8.014131307601929,5200.0
-0.0337376,0.0,7.034211158752441,5.23855,2870.55743715,2.77535,0.00349528,4030.0,15.196913957595825,0.972283,0.103125,40,16.0443,0.648717552212,6.970475673675537,7900.0
-0.06691,0.0,7.263238430023193,2.95167,2410.82843645,2.7771,-0.0219538,4087.5,22.466175317764282,0.972853,0.134744,40,16.0723,0.672230315312,7.192589998245239,7000.0
-0.0685145,0.0,7.2345335483551025,15.4272,1101.33725534,2.76612,-0.0118475,5382.5,29.71575427055359,0.967557,0.219586,40,15.8969,0.859265927885,7.102285623550415,6500.0
-0.0566015,0.0,7.112846851348877,23.7946,2680.29732492,2.7602,-0.0119498,4772.5,36.838894844055176,0.964594,0.14389,40,15.803,0.664935964517,7.03420090675354,7200.0
-0.0391295,1100.0,7.112326622009277,8.42501,1155.13797877,2.75422,-0.0173964,5662.5,43.95625138282776,0.962121,0.0572579,40,15.7088,0.869924786311,7.063363313674927,7000.0
-0.0412947,100.0,7.454205751419067,45.5503,1887.92875925,2.74553,-0.0134283,5415.0,51.41736197471619,0.957717,0.168624,40,15.5728,0.762973701413,7.366090536117554,7100.0
