StdReturn,LossBefore,NumTrajs,MaxKL,TotalExecTime,LossAfter,MaxReturn,ExplainedVariance,Perplexity,ItrTime,MinReturn,Time,Entropy,MeanKL,AveragePolicyStd,AverageReturn
1668.29066712,-0.0216423,40,13.6009,5.681603193283081,-0.156543,6000.0,0.549067942069,11.0609,5.772987127304077,0.0,5.7729811668396,2.40341,1.09221,0.805297,3292.5
1569.1060353,-0.0179535,40,5.31521,5.15027928352356,-0.0616428,7700.0,0.79363992009,10.824,5.19879937171936,0.0,10.976526021957397,2.38177,0.134656,0.796515,6187.5
1573.37217466,-0.0533693,40,0.424996,5.08952260017395,-0.0726687,7800.0,0.775822578801,10.7273,5.143202066421509,0.0,16.124880075454712,2.37279,0.04189,0.792799,6150.0
1573.61844168,-0.0618962,40,0.912972,5.061045169830322,-0.0828499,7700.0,0.820738055292,10.4448,5.13626503944397,0.0,21.27548599243164,2.34611,0.0419568,0.782268,6565.0
2158.70186686,-0.0281068,40,36.615,5.345440626144409,-0.0444182,8000.0,0.76681412133,10.1265,5.392746448516846,0.0,26.67407464981079,2.31516,0.100447,0.770139,6327.5
1940.56048605,-0.0281427,40,0.471525,5.504990339279175,-0.046377,8000.0,0.780311446051,9.98522,5.542532205581665,0.0,32.22785401344299,2.30111,0.017792,0.764709,6585.0
1232.3529324,-0.0240792,40,3.0422,5.123521327972412,-0.0542605,8000.0,0.867821875981,9.84571,5.15670371055603,0.0,37.389479637145996,2.28704,0.07774,0.759279,6967.5
