MaxReturn,MeanKL,LossBefore,LossAfter,AveragePolicyStd,StdReturn,TotalExecTime,Time,AverageReturn,ExplainedVariance,NumTrajs,Entropy,ItrTime,Perplexity,MinReturn,MaxKL
0.0,0.0,-0.0,-0.0,0.828509,0.0,7.996992349624634,8.082226514816284,0.0,1,20,2.46033,8.082231760025024,11.7087,0.0,0.0
0.0,0.0,-0.0,-0.0,0.828509,0.0,7.81533670425415,15.957042217254639,0.0,1,20,2.46033,7.871933937072754,11.7087,0.0,0.0
0.0,0.0,-0.0,-0.0,0.828509,0.0,7.796422004699707,23.82966446876526,0.0,1,20,2.46033,7.868616342544556,11.7087,0.0,0.0
0.0,0.0,-0.0,-0.0,0.828509,0.0,7.730828523635864,31.60029673576355,0.0,1,20,2.46033,7.768371343612671,11.7087,0.0,0.0
0.0,0.0,-0.0,-0.0,0.828509,0.0,7.823634386062622,39.46020841598511,0.0,1,20,2.46033,7.853009462356567,11.7087,0.0,0.0
0.0,0.0,-0.0,-0.0,0.828509,0.0,7.889532804489136,47.395081996917725,0.0,1,20,2.46033,7.931234121322632,11.7087,0.0,0.0
0.0,0.0,-0.0,-0.0,0.828509,0.0,7.728131294250488,55.16506099700928,0.0,1,20,2.46033,7.7624382972717285,11.7087,0.0,0.0
