Perplexity,Time,Entropy,MaxKL,NumTrajs,MaxReturn,ItrTime,LossBefore,AverageReturn,TotalExecTime,StdReturn,ExplainedVariance,MeanKL,AveragePolicyStd,LossAfter,MinReturn
13.0471,6.3283772468566895,2.56857,0.401783,20,1100.0,6.328382253646851,-0.0278423,940.0,6.276463508605957,86.0232526704,0.930100669046,0.0680886,0.87453,-0.0439671,800.0
12.6889,12.165667057037354,2.54073,0.304996,20,1000.0,5.834698438644409,-0.00982865,745.0,5.741157293319702,235.531314266,0.806331542878,0.0320617,0.862605,-0.0245679,100.0
12.6267,17.93469762802124,2.53581,0.0471936,20,1100.0,5.7665321826934814,-0.000847977,940.0,5.739242315292358,91.6515138991,0.92432637199,0.00321633,0.860454,-0.00609962,800.0
12.6213,23.857585191726685,2.53539,0.116126,20,1100.0,5.913744688034058,-0.00654479,905.0,5.850402116775513,86.458082329,0.927369212009,0.0138398,0.860108,-0.0182109,800.0
12.5801,29.472704648971558,2.53212,0.0778183,20,1100.0,5.600141286849976,-0.0128903,950.0,5.575917482376099,97.4679434481,0.928079941374,0.0192096,0.858903,-0.0223786,700.0
12.4993,35.03719449043274,2.52567,0.310622,20,1200.0,5.55954122543335,-0.00192937,825.0,5.535212993621826,275.454170417,0.804242049116,0.0461091,0.856089,-0.0235285,200.0
12.4872,40.17547678947449,2.52471,0.106325,20,1000.0,5.134549379348755,0.00189482,960.0,5.096192836761475,58.3095189485,0.936318138479,0.0236362,0.855677,-0.00724466,800.0
