Entropy,AveragePolicyStd,ItrTime,StdReturn,MeanKL,AverageReturn,TotalExecTime,Time,ExplainedVariance,MinReturn,Perplexity,MaxKL,MaxReturn,LossBefore,LossAfter,NumTrajs
2.67957,0.92455,21.264838457107544,852.804197926,0.0660151,735.0,21.15046977996826,21.264832258224487,0.419046312788,0.0,14.5788,1.11201,2600.0,0.0210259,0.0100739,20
2.70059,0.934325,19.562169790267944,2700.23610079,0.300375,5135.0,19.50168490409851,40.83202266693115,0.331449200255,2500.0,14.8885,1.34474,11900.0,0.0134337,-0.0399729,20
2.70731,0.937343,19.459759950637817,1936.35611394,0.218988,38145.0,19.318470001220703,60.29717254638672,0.926480628091,34400.0,14.9889,3.02332,42500.0,-0.00907451,-0.0371364,20
2.70277,0.935392,19.603039741516113,15974.6760531,0.056078,31185.0,19.42749309539795,79.91710257530212,0.857629400895,0.0,14.921,0.384515,42300.0,0.00182628,-0.00972515,20
2.70368,0.935843,18.696165561676025,1406.02275942,0.0314719,39410.0,18.657525777816772,98.62296628952026,0.961337719902,36600.0,14.9346,0.268399,42000.0,-0.0226058,-0.0303911,20
2.69238,0.930553,19.26803493499756,8730.59419513,0.0524458,37565.0,19.189784288406372,117.89552044868469,0.881602441773,0.0,14.7668,0.702654,41600.0,0.00631034,-0.00326524,20
2.69554,0.932067,18.903647899627686,991.766101457,0.040989,40520.0,18.801799535751343,136.81413340568542,0.968910729932,38600.0,14.8135,0.403739,42100.0,-0.00855782,-0.0157609,20
