StdReturn,ExplainedVariance,TotalExecTime,MeanKL,Time,AveragePolicyStd,LossBefore,LossAfter,MaxReturn,Perplexity,MinReturn,MaxKL,NumTrajs,Entropy,AverageReturn,ItrTime
30.0,0.132129987162,25.46154022216797,0.0158582,25.76526665687561,0.956152,-0.00285667,-0.0106214,100.0,15.613,0.0,0.127846,20,2.7481,10.0,25.765271186828613
139.55285737,0.306777157896,25.204302072525024,0.0107358,51.320873975753784,0.954747,-0.00139007,-0.00733383,400.0,15.5685,0.0,0.059383,20,2.74525,95.0,25.53802800178528
142.390308659,0.670958768084,24.941078424453735,0.00415087,76.34308171272278,0.954411,-0.00737084,-0.0112952,400.0,15.5576,0.0,0.0376411,20,2.74455,215.0,25.007899522781372
146.287388383,0.709589992029,25.830442428588867,0.0156139,102.33424615859985,0.952652,0.00490835,-0.000591286,400.0,15.5004,0.0,0.128615,20,2.74087,240.0,25.977855443954468
132.287565553,0.703707584334,25.01329755783081,0.0140673,127.65771842002869,0.95383,0.00437533,0.00149898,400.0,15.5385,0.0,0.0876566,20,2.74332,250.0,25.320898056030273
96.3068014213,0.83321614777,25.485547065734863,0.0191692,153.45624113082886,0.954887,-0.0260165,-0.0313986,500.0,15.5725,0.0,0.121131,20,2.74551,315.0,25.769498586654663
114.01754251,0.886164837261,26.016160011291504,0.0126695,179.60531568527222,0.94871,-0.00541265,-0.0099244,400.0,15.3713,0.0,0.0844352,20,2.7325,300.0,26.138502836227417
