Entropy,MaxReturn,StdReturn,ExplainedVariance,AverageReturn,LossAfter,MeanKL,LossBefore,Time,NumTrajs,MaxKL,Perplexity,MinReturn,TotalExecTime,ItrTime,AveragePolicyStd
2.7007,0.0,0.0,1,0.0,-0.0,0.0,-0.0,12.178035259246826,20,0.0,14.8902,0.0,12.062978744506836,12.178040742874146,0.935103
2.7007,0.0,0.0,1,0.0,-0.0,0.0,-0.0,24.191063404083252,20,0.0,14.8902,0.0,11.933249473571777,12.008312463760376,0.935103
2.7007,0.0,0.0,1,0.0,-0.0,0.0,-0.0,36.471542835235596,20,0.0,14.8902,0.0,12.212267398834229,12.27504277229309,0.935103
2.7007,0.0,0.0,1,0.0,-0.0,0.0,-0.0,49.109538316726685,20,0.0,14.8902,0.0,12.558471918106079,12.630200862884521,0.935103
2.7007,0.0,0.0,1,0.0,-0.0,0.0,-0.0,60.95155119895935,20,0.0,14.8902,0.0,11.751307010650635,11.835874080657959,0.935103
2.7007,0.0,0.0,1,0.0,-0.0,0.0,-0.0,72.72211790084839,20,0.0,14.8902,0.0,11.71361756324768,11.765514373779297,0.935103
2.7007,0.0,0.0,1,0.0,-0.0,0.0,-0.0,84.73056817054749,20,0.0,14.8902,0.0,11.954571962356567,12.004302740097046,0.935103
