StdReturn,TotalExecTime,Time,ItrTime,LossAfter,MaxReturn,MeanKL,AverageReturn,MaxKL,MinReturn,Entropy,NumTrajs,LossBefore,AveragePolicyStd,Perplexity,ExplainedVariance
796.241169496,11.494967699050903,11.60124683380127,11.601251363754272,-0.00253974,3200.0,0.0995631,700.0,0.536196,200.0,2.73374,20,0.0173186,0.949513,15.3903,0.220693743138
3631.73168062,11.306729555130005,22.988830089569092,11.383912324905396,-0.0197045,13600.0,0.0277833,3505.0,0.131089,400.0,2.75106,20,-0.00841696,0.957716,15.6592,0.416301835102
3662.95986874,11.566363334655762,34.6561176776886,11.658291339874268,-0.0128328,16200.0,0.0739391,5585.0,0.36125,400.0,2.74685,20,0.00781939,0.955684,15.5934,0.19223236145
4052.72747665,12.128965377807617,46.82967472076416,12.169341564178467,-0.0572308,20000.0,0.109382,12720.0,0.3018,3400.0,2.75076,20,-0.0290114,0.957571,15.6545,0.561878188908
6632.98386852,11.616666316986084,58.52205491065979,11.684799432754517,-0.0795414,22200.0,0.19983,12805.0,0.62891,1700.0,2.73625,20,-0.0372597,0.95058,15.4291,0.694239837117
6457.59243062,11.768584966659546,70.42544531822205,11.889611005783081,-0.0435712,22100.0,0.0638331,11350.0,0.24735,0.0,2.71762,20,-0.0243347,0.941723,15.1443,0.479990905221
5112.24999389,12.403401374816895,82.89572858810425,12.454146385192871,-0.0271863,21900.0,0.0831536,16170.0,0.314087,200.0,2.70546,20,-0.00415797,0.93599,14.9611,0.73828544356
