AverageReturn,Time,Entropy,StdReturn,Perplexity,MaxReturn,LossAfter,MinReturn,LossBefore,TotalExecTime,AveragePolicyStd,NumTrajs,MaxKL,MeanKL,ExplainedVariance,ItrTime
40.0,18.295679092407227,2.83651,174.355957742,17.0561,800.0,-0.075918,0.0,0.00379504,17.97496271133423,0.999438,20,47.0972,0.540774,0.129794085583,18.295685529708862
15.0,36.53394556045532,2.84031,65.3834841531,17.121,300.0,0.0066924,0.0,0.0106048,18.035330772399902,1.00127,20,79.7583,0.594156,0.10827773069,18.215269804000854
0.0,52.889161586761475,2.84561,0.0,17.212,0.0,-0.0,0.0,-0.0,16.164194583892822,1.00395,20,0.0,0.0,1,16.35079073905945
25.0,69.73829579353333,2.84561,88.7411967465,17.212,400.0,0.00133297,0.0,0.00386927,16.58353614807129,1.00395,20,0.161446,0.00138418,0.107788656647,16.802485466003418
170.0,87.08339405059814,2.84754,547.813836992,17.2453,2400.0,0.0340274,0.0,0.00630649,17.103060245513916,1.00488,20,237.343,2.62614,0.175992797159,17.31504249572754
5.0,104.11903548240662,2.8507,21.7944947177,17.2998,100.0,-0.00948,0.0,-0.00877973,16.846234560012817,1.00647,20,2.42658,0.0103618,0.0805329296425,17.025341033935547
15.0,120.32294034957886,2.84631,47.6969600708,17.224,200.0,0.00391506,0.0,0.00531493,16.023970127105713,1.00426,20,0.00143957,0.000332114,0.355156764151,16.199007034301758
