StdReturn,Time,NumTrajs,MaxKL,LossAfter,ExplainedVariance,MaxReturn,AverageReturn,TotalExecTime,AveragePolicyStd,Perplexity,LossBefore,MinReturn,Entropy,MeanKL,ItrTime
381.108580328,7.430623531341553,40,111.612,-0.15919,0.248895283938,1600.0,522.5,7.309952259063721,0.982009,16.3558,0.0131562,0.0,2.79458,1.54997,7.430630207061768
774.903219764,14.897262573242188,40,20.4749,-0.0942274,0.484979755474,4100.0,2205.0,7.334403038024902,0.987862,16.5724,-0.0341731,300.0,2.80774,0.270314,7.4625632762908936
963.843218579,22.30701470375061,40,9.89487,-0.0532584,0.578925266679,5600.0,2927.5,7.328084230422974,0.97958,16.2917,-0.0182396,700.0,2.79065,0.11252,7.406874656677246
864.11443108,29.563143491744995,40,2.39523,-0.0936666,0.71355900819,6000.0,3892.5,7.1597983837127686,0.975688,16.1437,-0.0680775,2100.0,2.78153,0.0586733,7.251263380050659
1359.44841756,37.63827562332153,40,110.186,-0.130678,0.543153635024,7200.0,3820.0,8.028000116348267,0.958622,15.6035,-0.0463945,100.0,2.74749,0.187915,8.07112455368042
1149.52163964,44.94780397415161,40,2.50301,-0.0606276,0.615984023475,6000.0,3890.0,7.223336219787598,0.947265,15.2457,-0.0291609,1400.0,2.7243,0.0848213,7.30425500869751
1123.25141887,52.260730266571045,40,8.07793,-0.0628955,0.651851164811,5500.0,3667.5,7.2501220703125,0.940399,15.025,-0.0299593,700.0,2.70972,0.0948607,7.305023431777954
