StdReturn,Entropy,AveragePolicyStd,NumTrajs,MeanKL,LossAfter,MinReturn,Perplexity,LossBefore,ExplainedVariance,Time,AverageReturn,ItrTime,MaxKL,TotalExecTime,MaxReturn
43.5889894354,2.69307,0.930467,20,0.0736473,-0.0170255,0.0,14.777,0.00539237,0.0478450228217,13.628724336624146,10.0,13.628730297088623,1.03071,13.510764122009277,200.0
142.390308659,2.69847,0.932805,20,0.136559,-0.0399632,0.0,14.8569,0.0126167,0.408627155399,26.42116117477417,135.0,12.788915157318115,0.778196,12.692891120910645,400.0
76.6485485838,2.70477,0.935734,20,0.0536968,-0.0068742,200.0,14.9509,0.0107947,0.878174119259,38.38991022109985,325.0,11.959059000015259,1.17137,11.925060033798218,500.0
96.3068014213,2.71017,0.938218,20,0.100444,-0.0346529,300.0,15.0318,-0.00499235,0.889084842141,49.91734075546265,485.0,11.52057409286499,1.67387,11.422269821166992,700.0
115.758369028,2.70768,0.937027,20,0.0581551,-0.0239936,500.0,14.9944,-0.0041936,0.903840823778,61.624297857284546,660.0,11.703426361083984,0.246469,11.499454975128174,900.0
1254.35242257,2.70558,0.93607,20,0.149924,-0.0247417,600.0,14.963,0.0122456,0.305091144101,73.28285074234009,1260.0,11.647324800491333,1.59678,11.524731159210205,6600.0
3211.8530477,2.7117,0.939021,20,0.226336,-0.0416933,2500.0,15.0549,0.0166727,0.348800302335,84.82869029045105,8300.0,11.532378911972046,0.82538,11.455445051193237,16600.0
