MeanKL,Perplexity,Entropy,TotalExecTime,MaxKL,ItrTime,AveragePolicyStd,LossBefore,LossAfter,AverageReturn,ExplainedVariance,NumTrajs,StdReturn,Time,MinReturn,MaxReturn
0.0441037,15.613,2.7481,33.73782539367676,0.45103,34.03047585487366,0.956152,0.00180978,-0.0119491,200.0,0.260415143096,20,363.318042492,34.03047180175781,0.0,1300.0
0.0518802,15.6413,2.74991,31.93205451965332,0.298026,32.18950700759888,0.957132,0.0109857,-0.0111657,1575.0,0.346458772577,20,2368.72856191,66.22820496559143,0.0,7100.0
0.00464897,15.7274,2.75541,34.23947811126709,0.033047,34.49891114234924,0.959736,-0.00796511,-0.0117636,6515.0,0.473772313018,20,9127.72014251,100.74607992172241,0.0,29000.0
0.00403424,15.6649,2.75142,33.6655478477478,0.0169465,33.89140248298645,0.957774,0.0132797,0.0108384,9485.0,0.596953515713,20,10538.3241078,134.6474826335907,0.0,31300.0
0.0122927,15.7693,2.75806,30.552419424057007,0.109806,30.795264959335327,0.960954,0.0019305,-0.00236182,5925.0,0.687178728122,20,10252.2619455,165.4610755443573,0.0,30000.0
0.000778691,15.7845,2.75903,29.36037516593933,0.0166888,29.426312923431396,0.961422,-0.0165997,-0.0191192,8580.0,0.758029321036,20,12786.8526229,194.93087911605835,0.0,38200.0
0.00648566,15.654,2.75073,33.267338514328,0.076261,33.510905265808105,0.957429,-0.00368327,-0.00797223,7135.0,0.586419656947,20,11696.6779472,228.44822669029236,0.0,38600.0
