Entropy,TotalExecTime,ItrTime,MaxReturn,Perplexity,LossBefore,NumTrajs,AveragePolicyStd,StdReturn,Time,AverageReturn,ExplainedVariance,MaxKL,MeanKL,MinReturn,LossAfter
2.67957,19.76301646232605,19.911904096603394,0.0,14.5788,-0.0,20,0.92455,0.0,19.911899089813232,0.0,1,0.0,0.0,0.0,-0.0
2.67957,19.291869401931763,19.3916974067688,0.0,14.5788,-0.0,20,0.92455,0.0,39.30780863761902,0.0,1,0.0,0.0,0.0,-0.0
2.67957,19.131021738052368,19.224653959274292,0.0,14.5788,-0.0,20,0.92455,0.0,58.54332494735718,0.0,1,0.0,0.0,0.0,-0.0
2.67957,19.328970432281494,19.539979457855225,0.0,14.5788,-0.0,20,0.92455,0.0,78.10096144676208,0.0,1,0.0,0.0,0.0,-0.0
2.67957,18.908865928649902,19.23536443710327,0.0,14.5788,-0.0,20,0.92455,0.0,97.34227395057678,0.0,1,0.0,0.0,0.0,-0.0
2.67957,18.79188108444214,18.9593665599823,0.0,14.5788,-0.0,20,0.92455,0.0,116.31483173370361,0.0,1,0.0,0.0,0.0,-0.0
2.67957,18.953248500823975,19.03617286682129,0.0,14.5788,-0.0,20,0.92455,0.0,135.36381101608276,0.0,1,0.0,0.0,0.0,-0.0
