AverageReturn,Entropy,AveragePolicyStd,StdReturn,MinReturn,ExplainedVariance,LossBefore,NumTrajs,LossAfter,Time,MaxReturn,Perplexity,TotalExecTime,ItrTime,MeanKL,MaxKL
2427.5,2.79034,0.980344,786.443736068,900.0,0.58446286368,-0.036587,40,-0.199777,6.062179327011108,4500.0,16.2865,5.987114191055298,6.062191724777222,1.17064,8.0522
3830.0,2.75375,0.963649,923.634126697,1600.0,0.681782855065,-0.0326634,40,-0.111976,12.469121217727661,5900.0,15.7014,6.310335159301758,6.398183822631836,0.498142,62.1582
2850.0,2.73742,0.955879,855.862138431,1600.0,0.579173172191,0.00608829,40,-0.0789279,18.403811931610107,5300.0,15.447,5.896756410598755,5.930679559707642,0.412468,9.4824
3997.5,2.74046,0.957548,816.849894411,1600.0,0.705929009861,-0.0208869,40,-0.0982209,24.107532739639282,5700.0,15.4941,5.632447719573975,5.699105978012085,0.325852,11.3894
3747.5,2.73002,0.951904,806.841837041,1600.0,0.667731822318,-0.0104107,40,-0.137656,30.329204559326172,5100.0,15.3332,6.17942214012146,6.216540098190308,0.561669,37.5619
2997.5,2.72481,0.948826,970.177174541,600.0,0.55150322692,0.0335562,40,-0.0880906,37.171844482421875,4800.0,15.2535,6.7996745109558105,6.837040185928345,0.540822,6.28345
3492.5,2.74159,0.956517,928.274609154,1400.0,0.63154498097,0.0158208,40,-0.0926789,43.11558175086975,6100.0,15.5116,5.900522708892822,5.938594579696655,0.456397,6.64023
