1MinReturn,LossBefore,0AveragePolicyStd,ComputeUpdatedDistTime,1ExplainedVariance,0Entropy,0EnvExecTime,MeanKL,1EnvExecTime,0ExplainedVariance,1AveragePolicyStd,0Perplexity,0StdReturn,MeanKLBefore,LossAfter,1AverageReturn,dLoss,1Entropy,ItrTime,Time,0PolicyExecTime,1PolicyExecTime,1MaxReturn,1ProcessExecTime,1StdReturn,0MinReturn,1Perplexity,0MaxReturn,0NumTrajs,0ProcessExecTime,1NumTrajs,0AverageReturn
0.0,6.98491930962e-10,0.882695,0.1279289722442627,0.341107905271,2.58606,40.35038948059082,0.00886392593384,41.340445041656494,0.0919088479008,0.88232,13.2774,5820.78783327,0.0,-0.00428430689499,9779.25,0.00428430759348,2.58521,255.19843220710754,10095.379695892334,69.56242299079895,93.95079469680786,23900.0,1.6531364917755127,10942.5268763,0.0,13.266,23100.0,400,1.6461420059204102,400,2423.0
0.0,2.18278728426e-09,0.888275,0.11439871788024902,0.271654272896,2.59799,39.61535596847534,0.00899473298341,41.97369599342346,0.0862974837651,0.887462,13.4367,5391.4921346,0.0,-0.00314810476266,8268.75,0.00314810694545,2.59596,254.80000233650208,10351.251909971237,68.1886613368988,94.74846124649048,23500.0,1.6670966148376465,10204.6753225,0.0,13.4094,23200.0,400,1.6345903873443604,400,2274.75
0.0,6.98491930962e-10,0.876217,0.11708950996398926,0.32053837557,2.57023,39.74544811248779,0.00680713308975,41.61042284965515,0.112454324141,0.876672,13.0689,5726.95551209,-7.45058592599e-09,-0.00219557480887,9756.75,0.00219557550736,2.57139,256.0040099620819,10608.37545967102,69.1203260421753,95.39879894256592,23500.0,1.6693665981292725,10789.7105817,0.0,13.084,23300.0,400,1.640625238418579,400,2429.25
0.0,-1.38243194669e-09,0.863884,0.11663508415222168,0.317984905535,2.54136,40.2528760433197,0.00977896247059,41.264108657836914,0.0660995080841,0.864305,12.6969,4469.47255697,-1.8626464815e-09,-0.00401461869478,8570.25,0.00401461731235,2.54246,255.92626571655273,10865.975370645523,69.77179718017578,95.00017762184143,23500.0,1.6482079029083252,10418.3751102,0.0,12.7109,21900.0,400,1.6573116779327393,400,1480.25
0.0,8.14907252789e-10,0.859209,0.1221625804901123,0.334328896794,2.5307,39.508933782577515,0.00747341476381,41.22370958328247,0.0960821258401,0.859462,12.5624,5779.16083874,0.0,-0.00220080371946,9832.25,0.00220080453437,2.53111,263.72152400016785,11130.809424638748,69.27979612350464,103.4412453174591,23700.0,1.668412685394287,10976.9729405,0.0,12.5675,23800.0,400,1.6410841941833496,400,2450.0
0.0,-2.32830643654e-10,0.854868,0.11661148071289062,0.344032169753,2.5214,40.25552010536194,0.00654998701066,41.54141020774841,0.057903092771,0.855296,12.4461,4010.33813256,0.0,-0.00226413132623,10018.0,0.0022641310934,2.52255,256.54039430618286,11388.766116142273,69.55590486526489,95.41290831565857,23900.0,1.6756739616394043,10953.7630977,0.0,12.4604,22700.0,400,1.6594963073730469,400,1561.75
0.0,2.32830643654e-10,0.854647,0.1238553524017334,0.329886669411,2.51926,39.728644132614136,0.00831042695791,42.188831090927124,0.0721352156013,0.855436,12.4195,4664.18028704,1.67637992377e-08,-0.00229689758271,8600.25,0.00229689781554,2.52113,257.1069040298462,11647.022494792938,69.61475968360901,95.88800525665283,23700.0,1.6925015449523926,10623.5857853,0.0,12.4427,22500.0,400,1.6561923027038574,400,1958.5
0.0,4.65661287308e-10,0.841739,0.1145622730255127,0.330271427331,2.48801,39.60128974914551,0.00910880137235,41.41317129135132,0.098475529663,0.841663,12.0373,5564.41164343,7.45058681417e-09,-0.002588161733,9480.25,0.00258816219866,2.48784,254.69150400161743,11902.847183942795,68.99051237106323,94.97940850257874,23800.0,1.6490423679351807,10932.7368457,0.0,12.0353,22700.0,400,1.6625361442565918,400,2315.75
0.0,-5.09317032993e-11,0.840973,0.1678481101989746,0.278636189729,2.4833,39.845046520233154,0.00647046137601,41.23654246330261,0.0800679383302,0.84072,11.9807,5921.40118025,0.0,-0.00286524929106,7615.75,0.00286524924013,2.48268,255.34833884239197,12159.645354032516,70.00524806976318,94.3132905960083,23900.0,1.6539146900177002,10111.430509,0.0,11.9733,21800.0,400,1.6473004817962646,400,2705.75
0.0,-7.56699591875e-10,0.829002,0.15546894073486328,0.385950588618,2.45453,39.44801163673401,0.00981154944748,41.359736919403076,0.139356428738,0.82838,11.641,6074.12905279,5.58793855632e-09,-0.0016509302659,10177.25,0.0016509295092,2.45324,264.1245894432068,12424.864075899124,69.72035193443298,103.49018883705139,24000.0,1.6794483661651611,11169.9443793,0.0,11.626,23000.0,400,1.6661505699157715,400,2767.5
