MaxKL,Time,LossAfter,Entropy,TotalExecTime,ExplainedVariance,ItrTime,StdReturn,MeanKL,MaxReturn,AveragePolicyStd,NumTrajs,MinReturn,AverageReturn,Perplexity,LossBefore
1.88564,27.344895362854004,-0.00520535,3.08155,27.1861629486084,0.280330439198,27.344900846481323,324.807635378,0.0193229,1000.0,1.12957,20,0.0,250.0,21.7921,-1.76299e-05
2.20214,55.55462384223938,0.0127025,3.08153,28.023117542266846,0.311938943646,28.20397710800171,574.695571586,0.00905474,2300.0,1.12962,20,0.0,465.0,21.7917,0.01526
0.509041,83.44159364700317,-0.00434694,3.08916,27.687832355499268,0.192580710337,27.88279414176941,194.679223339,0.00415366,600.0,1.13391,20,0.0,110.0,21.9586,-0.00281955
4.89324,114.46004343032837,-0.00766911,3.08775,30.775063276290894,0.252571430044,31.014991998672485,464.623503495,0.00481762,1500.0,1.13309,20,0.0,375.0,21.9277,-0.00726744
0.555564,141.54328799247742,0.00736002,3.08412,26.94892692565918,0.250580505553,27.079778909683228,309.677251344,0.00467122,900.0,1.13104,20,0.0,310.0,21.8482,0.0106707
0.320407,173.2686059474945,0.00889928,3.08945,31.503340244293213,0.287552294455,31.71527075767517,525.618683077,0.00279886,1800.0,1.13412,20,0.0,435.0,21.965,0.0121964
0.309013,199.13235211372375,-0.00100602,3.09555,25.742756128311157,0.253431888586,25.849449634552002,669.25331527,0.00320786,2800.0,1.13753,20,0.0,410.0,22.0994,0.00136352
