MinReturn,NumTrajs,AverageReturn,Time,ExplainedVariance,MaxKL,StdReturn,AveragePolicyStd,LossAfter,LossBefore,MaxReturn,MeanKL,Entropy,TotalExecTime,Perplexity,ItrTime
0.0,20,0.0,16.853893280029297,1,0.0,0.0,1.0,-0.0,-0.0,0.0,0.0,2.83788,16.549322366714478,17.0795,16.85390019416809
0.0,20,20.0,34.166773557662964,0.140081741543,134.952,87.1779788708,1.0,0.0803064,-0.0166388,400.0,1.61199,2.83788,16.99389362335205,17.0795,17.29341769218445
0.0,20,0.0,49.75923776626587,1,0.0,0.0,0.995849,-0.0,-0.0,0.0,0.0,2.82956,15.403738498687744,16.938,15.584855556488037
0.0,20,0.0,65.97102689743042,1,0.0,0.0,0.995849,-0.0,-0.0,0.0,0.0,2.82956,15.980804920196533,16.938,16.186875581741333
0.0,20,0.0,82.29226398468018,1,0.0,0.0,0.995849,-0.0,-0.0,0.0,0.0,2.82956,16.17425012588501,16.938,16.313621282577515
0.0,20,20.0,100.223397731781,0.104397434373,1412.67,67.8232998313,0.995849,2.83011,0.00798359,300.0,24.5904,2.82956,17.572413206100464,16.938,17.919984102249146
0.0,20,100.0,117.13945460319519,0.203154727432,1251.07,314.642654451,0.997839,2.07186,0.00608186,1300.0,13.2779,2.83355,16.73540186882019,17.0057,16.913493871688843
