AveragePolicyStd,MeanKL,AverageReturn,Entropy,Time,ItrTime,ExplainedVariance,MaxKL,LossBefore,MaxReturn,TotalExecTime,NumTrajs,LossAfter,MinReturn,Perplexity,StdReturn
0.827472,0.0,0.0,2.45436,9.256730794906616,9.25673532485962,1,0.0,-0.0,0.0,9.157893896102905,20,-0.0,0.0,11.639,0.0
0.827472,0.0,0.0,2.45436,18.29762315750122,9.02478551864624,1,0.0,-0.0,0.0,8.895410776138306,20,-0.0,0.0,11.639,0.0
0.827472,0.0,0.0,2.45436,27.480929136276245,9.179124116897583,1,0.0,-0.0,0.0,9.149262189865112,20,-0.0,0.0,11.639,0.0
0.827472,0.0,0.0,2.45436,36.98100233078003,9.496192932128906,1,0.0,-0.0,0.0,9.448798656463623,20,-0.0,0.0,11.639,0.0
0.827472,0.0,0.0,2.45436,46.486703634262085,9.500599384307861,1,0.0,-0.0,0.0,9.457115650177002,20,-0.0,0.0,11.639,0.0
0.827472,0.0,0.0,2.45436,55.70139026641846,9.210350513458252,1,0.0,-0.0,0.0,9.178316116333008,20,-0.0,0.0,11.639,0.0
0.827472,0.0,0.0,2.45436,65.25908946990967,9.553377628326416,1,0.0,-0.0,0.0,9.514246225357056,20,-0.0,0.0,11.639,0.0
