MinReturn,Entropy,MeanKL,AverageReturn,LossAfter,ItrTime,Time,StdReturn,Perplexity,AveragePolicyStd,ExplainedVariance,NumTrajs,MaxReturn,TotalExecTime,LossBefore,MaxKL
600.0,2.7007,0.225136,1695.0,-0.0209712,19.651777267456055,19.65177083015442,776.19263073,14.8902,0.935103,0.569618291492,20,3500.0,19.42628765106201,0.0095212,0.506043
12100.0,2.71022,0.166597,19615.0,-0.0513542,19.684369802474976,39.34019184112549,4506.69224598,15.0326,0.939372,0.446546046641,20,27700.0,19.263717889785767,-0.00930262,0.431254
37700.0,2.70557,0.0807692,41085.0,-0.0124621,18.992864847183228,58.34439945220947,1297.41088326,14.9629,0.937165,0.963075029088,20,42800.0,18.844018936157227,0.00421069,0.232219
40100.0,2.70768,0.00287333,41900.0,-0.00284288,19.70924687385559,78.07617235183716,598.331012066,14.9944,0.938159,0.986968187963,20,42800.0,19.590651512145996,-0.000907915,0.0145212
39200.0,2.70722,0.00688194,41930.0,-0.0229352,19.570722818374634,97.65071606636047,777.881739084,14.9876,0.938105,0.984212809483,20,42800.0,19.483415365219116,-0.0176361,0.194721
41600.0,2.69841,0.00502549,42190.0,-0.013459,19.8454270362854,117.51450490951538,273.678643668,14.856,0.933894,0.986888052647,20,43000.0,19.643440008163452,-0.0114392,0.024097
40900.0,2.69269,0.0168746,42090.0,-0.00659175,19.28911018371582,136.81955552101135,445.98206242,14.7713,0.931238,0.9893207555,20,42800.0,19.195318460464478,-0.00237816,0.0678437
