MaxKL,MeanKL,Perplexity,AveragePolicyStd,MaxReturn,LossBefore,Time,StdReturn,MinReturn,TotalExecTime,NumTrajs,ExplainedVariance,LossAfter,Entropy,ItrTime,AverageReturn
0.740392,0.201136,14.1457,0.917354,21500.0,-0.03181,12.027846574783325,1017.10373119,17300.0,11.903822898864746,20,0.964392404413,-0.0692089,2.64941,12.027853012084961,19950.0
0.316257,0.0311504,13.7029,0.901617,21900.0,-0.0036069,24.37306809425354,592.368128785,19300.0,12.27551555633545,20,0.982847261402,-0.0146899,2.6176,12.340590238571167,20390.0
0.357997,0.0509359,13.6782,0.900602,23200.0,-0.000139171,35.73033785820007,1057.10690093,19000.0,11.321776866912842,20,0.966052107048,-0.0237117,2.6158,11.351552724838257,20645.0
0.126868,0.0167088,13.6772,0.900841,22900.0,-0.0136205,47.29564833641052,1067.42681248,17600.0,11.523096561431885,20,0.958316743818,-0.022857,2.61573,11.56032919883728,20540.0
0.174398,0.0123724,13.5844,0.898088,22700.0,-0.0209691,58.84255576133728,837.914076741,18900.0,11.460446119308472,20,0.975994333224,-0.0321468,2.60892,11.539966821670532,20730.0
0.340342,0.0441668,13.4427,0.893189,23000.0,-0.00923547,71.08266687393188,1152.59489848,19000.0,12.143909215927124,20,0.971693351172,-0.0317565,2.59844,12.2190101146698,21895.0
0.96031,0.10972,13.3808,0.891772,23200.0,-0.0131848,83.27181339263916,378.681924575,21800.0,12.026233911514282,20,0.991406904966,-0.0435437,2.59382,12.177558422088623,22540.0
