AverageReturn,StdReturn,MinReturn,Time,LossBefore,Entropy,MaxReturn,AveragePolicyStd,NumTrajs,ItrTime,TotalExecTime,MaxKL,LossAfter,ExplainedVariance,Perplexity,MeanKL
565.0,695.179832849,100.0,12.599087238311768,-0.0039406,2.64941,3200.0,0.917354,20,12.599093914031982,12.445053577423096,1.60807,-0.058016,0.113078529604,14.1457,0.318372
20175.0,1402.45320778,17000.0,24.764984607696533,0.00966662,2.64547,22600.0,0.915285,20,12.154086828231812,12.049248218536377,0.334495,-0.0221326,0.928180004572,14.0901,0.0948884
22235.0,630.297548782,20600.0,36.85613393783569,-0.0344432,2.65031,23100.0,0.917251,20,12.086607456207275,12.0014967918396,0.139071,-0.0519339,0.985206200508,14.1584,0.0478609
22245.0,951.038905618,20200.0,48.57479166984558,-0.0120818,2.63309,23300.0,0.909058,20,11.715316772460938,11.572899341583252,0.140795,-0.024063,0.972422370086,13.9166,0.0314819
21950.0,813.326502704,20100.0,59.941131353378296,-0.0244273,2.62704,23100.0,0.906283,20,11.361353158950806,11.31967568397522,0.195416,-0.042298,0.979762343911,13.8328,0.0544353
22415.0,810.108017489,20600.0,71.2293381690979,-0.0066617,2.61483,23300.0,0.901511,20,11.278964042663574,11.240487337112427,0.20095,-0.0191279,0.976740177113,13.6649,0.0310602
21980.0,1152.21525767,19100.0,82.54859900474548,-0.0124823,2.6115,23300.0,0.899937,20,11.31319260597229,11.2720787525177,0.406079,-0.035886,0.965675094248,13.6195,0.0735969
