StdReturn,Perplexity,NumTrajs,ItrTime,MinReturn,ExplainedVariance,MaxReturn,Time,MaxKL,Entropy,AveragePolicyStd,TotalExecTime,MeanKL,LossAfter,LossBefore,AverageReturn
3804.77003247,17.1557,20,10.886564254760742,0.0,0.69966772028,14900.0,10.88655948638916,1.32205,2.84233,1.00326,10.792262554168701,0.247696,-0.0309438,0.00495158,1715.0
3269.17420766,17.2408,20,10.731164932250977,0.0,0.861232876253,15000.0,21.620983600616455,0.055279,2.84728,1.00582,10.671303987503052,0.00642906,-0.0117862,-0.00768771,750.0
4472.2337819,17.1747,20,10.671074151992798,0.0,0.789396782827,16800.0,32.296560287475586,0.0646975,2.84344,1.00412,10.578513622283936,0.0143677,-0.00419681,0.00413742,1475.0
14402.3123143,17.2103,20,10.406625986099243,0.0,0.868834118511,33800.0,42.7071259021759,0.0296566,2.84551,1.00515,10.345819473266602,0.00585425,-0.00734319,-0.00254673,10480.0
14134.9310221,17.1884,20,10.739405393600464,0.0,0.832105417068,32500.0,53.45067286491394,0.203001,2.84423,1.0045,10.652698993682861,0.0585824,-0.0334297,-0.0184845,16885.0
11811.9208853,17.0302,20,10.390282154083252,0.0,0.764706622969,33100.0,63.84515953063965,0.123614,2.83499,0.999997,10.332313299179077,0.0321949,-0.00718985,0.00608679,6595.0
10511.3081964,17.0822,20,10.757956743240356,0.0,0.81838080324,32900.0,74.61218094825745,0.123364,2.83803,1.00146,10.718308210372925,0.0656607,-0.0334808,-0.0161763,23880.0
