AveragePolicyStd,MinReturn,ItrTime,StdReturn,Entropy,Time,LossBefore,ExplainedVariance,LossAfter,TotalExecTime,Perplexity,MaxReturn,MaxKL,MeanKL,NumTrajs,AverageReturn
0.87453,8800.0,7.077075481414795,1880.58501536,2.56857,7.077068567276001,-0.0150625,0.721164082189,-0.141657,7.0005714893341064,13.0471,15600.0,2.26515,0.93249,20,12220.0
0.86778,17400.0,7.107693433761597,1011.43462468,2.55351,14.19174337387085,-0.0214736,0.960120416553,-0.031463,7.041398286819458,12.8521,21600.0,0.156298,0.0228045,20,20600.0
0.863366,17700.0,7.199640989303589,965.129524986,2.54277,21.399672985076904,-0.0269536,0.971327293378,-0.044231,7.155766487121582,12.7148,21600.0,0.267844,0.0319624,20,20755.0
0.857685,20500.0,7.158721923828125,313.488436788,2.52929,28.56982946395874,-0.0119202,0.991022568121,-0.019789,7.107506990432739,12.5446,21900.0,0.106904,0.0283093,20,21265.0
0.855051,20400.0,8.016548156738281,347.131099154,2.52333,36.59717035293579,-0.00668953,0.990587245907,-0.00942263,7.93322229385376,12.4701,21900.0,0.0113612,0.0015897,20,21350.0
0.853662,20900.0,7.181797742843628,280.133896557,2.51999,43.79451274871826,-0.0263844,0.992113750933,-0.0313601,7.133318901062012,12.4285,22000.0,0.0599871,0.00974583,20,21395.0
0.848033,10800.0,7.136693954467773,2332.25213045,2.5068,50.939528942108154,-0.0181784,0.918184088628,-0.0254153,7.09366774559021,12.2656,21900.0,0.114087,0.0137878,20,20860.0
