MaxReturn,TotalExecTime,Perplexity,Time,MinReturn,ItrTime,MeanKL,LossBefore,ExplainedVariance,NumTrajs,AveragePolicyStd,AverageReturn,LossAfter,MaxKL,StdReturn,Entropy
7400.0,5.478167533874512,15.4937,5.555242300033569,1400.0,5.555246353149414,0.524598,0.00502127,0.296901806253,20,0.95435,4625.0,-0.08158,1.99651,1683.41171435,2.74043
20600.0,5.641559362411499,15.5717,11.25337839126587,0.0,5.6940531730651855,0.038838,-0.0154157,0.837001459234,20,0.956402,18040.0,-0.0264242,0.113403,4334.21273128,2.74545
22000.0,4.703017711639404,15.4521,16.023627519607544,0.0,4.7577831745147705,0.0156423,0.0100979,0.814604054824,20,0.952742,15575.0,0.00242841,0.137691,9032.43461089,2.73775
22000.0,4.564980983734131,15.5303,20.678064823150635,0.0,4.638967037200928,0.0431357,-0.00661886,0.876646188646,20,0.955282,19945.0,-0.0157359,0.236813,4656.55183585,2.7428
22200.0,4.627000331878662,15.479,25.347541570663452,0.0,4.659262180328369,0.0139661,0.00394363,0.862656816364,20,0.953801,19415.0,-0.00444704,0.115267,4615.11375808,2.73949
22300.0,4.7533886432647705,15.5096,30.141592025756836,18500.0,4.786302328109741,0.0590935,0.00901,0.96454596928,20,0.954797,20575.0,-0.00568747,0.204167,1039.65138388,2.74146
22200.0,4.69846773147583,15.5796,34.88274145126343,19400.0,4.735201358795166,0.0136211,0.00218711,0.985340935452,20,0.957364,21420.0,-0.00362561,0.0976778,697.567201064,2.74596
