Perplexity,StdReturn,AverageReturn,MaxReturn,AveragePolicyStd,Entropy,ItrTime,LossAfter,TotalExecTime,NumTrajs,ExplainedVariance,MinReturn,MaxKL,LossBefore,Time,MeanKL
17.1021,21.7944947177,5.0,100.0,1.00066,2.8392,14.507010698318481,0.443313,14.212678670883179,20,0.229111392153,0.0,945.224,0.00327934,14.50700855255127,7.9974
17.1583,43.5889894354,10.0,200.0,1.00231,2.84248,16.01117753982544,-0.490276,15.802200555801392,20,0.0724005226973,0.0,668.349,0.00019634,30.532552242279053,12.0307
17.16,283.32843133,65.0,1300.0,1.00236,2.84258,16.191293954849243,17.7127,16.002176523208618,20,0.379558964005,0.0,4599.19,0.0227049,46.74601912498474,89.4343
17.3559,65.3834841531,15.0,300.0,1.00808,2.85393,18.22548794746399,-0.411865,17.954485654830933,20,0.173014778394,0.0,94.2017,0.0124375,64.99110102653503,1.78234
17.4641,87.1779788708,20.0,400.0,1.01125,2.86015,17.530858516693115,0.0188701,17.238361358642578,20,0.121128181613,0.0,0.148002,0.021039,82.52958917617798,0.00299172
17.6488,202.484567313,100.0,600.0,1.01657,2.87067,16.943305253982544,-0.0247652,16.768499612808228,20,0.143223081524,0.0,4.93731,-0.00443174,99.50352668762207,0.0287521
17.6098,347.706773014,90.0,1600.0,1.01542,2.86845,16.739506006240845,0.00538676,16.607510805130005,20,0.122835918688,0.0,3.10227,0.0125701,116.28166079521179,0.0592763
