LossAfter,ItrTime,LossBefore,NumTrajs,ExplainedVariance,TotalExecTime,AverageReturn,MaxReturn,AveragePolicyStd,MinReturn,Entropy,StdReturn,Time,MaxKL,MeanKL,Perplexity
-0.0,17.955464363098145,-0.0,20,1,17.85925006866455,0.0,0.0,0.92455,0.0,2.67957,0.0,17.955456495285034,0.0,0.0,14.5788
-0.0,18.41486692428589,-0.0,20,1,18.34793710708618,0.0,0.0,0.92455,0.0,2.67957,0.0,36.37908387184143,0.0,0.0,14.5788
-0.0,19.25112795829773,-0.0,20,1,19.191224098205566,0.0,0.0,0.92455,0.0,2.67957,0.0,55.63470196723938,0.0,0.0,14.5788
-0.0,20.056232452392578,-0.0,20,1,19.990228414535522,0.0,0.0,0.92455,0.0,2.67957,0.0,75.69793915748596,0.0,0.0,14.5788
-0.0,18.79854941368103,-0.0,20,1,18.689476013183594,0.0,0.0,0.92455,0.0,2.67957,0.0,94.51193451881409,0.0,0.0,14.5788
-0.0,19.2370343208313,-0.0,20,1,18.954997777938843,0.0,0.0,0.92455,0.0,2.67957,0.0,113.76816511154175,0.0,0.0,14.5788
-0.0,18.64148187637329,-0.0,20,1,18.599918127059937,0.0,0.0,0.92455,0.0,2.67957,0.0,132.4158411026001,0.0,0.0,14.5788
