ExplainedVariance,Entropy,AveragePolicyStd,MaxReturn,LossBefore,MeanKL,Time,MaxKL,NumTrajs,MinReturn,Perplexity,AverageReturn,LossAfter,StdReturn,ItrTime,TotalExecTime
1,2.8392,1.00066,0.0,-0.0,0.0,17.65965962409973,0.0,20,0.0,17.1021,0.0,-0.0,0.0,17.659666538238525,17.399539947509766
0.166524580194,2.8392,1.00066,800.0,0.0152185,98.2404,30.301589012145996,5102.05,20,0.0,17.1021,40.0,17.7233,174.355957742,12.627257108688354,12.425159931182861
1,2.84681,1.00448,0.0,-0.0,0.0,47.10853958129883,0.0,20,0.0,17.2327,0.0,-0.0,0.0,16.78380537033081,16.640056371688843
1,2.84681,1.00448,0.0,-0.0,0.0,63.91636252403259,0.0,20,0.0,17.2327,0.0,-0.0,0.0,16.7706515789032,16.53239369392395
1,2.84681,1.00448,0.0,-0.0,0.0,81.39883422851562,0.0,20,0.0,17.2327,0.0,-0.0,0.0,17.446585416793823,17.322550296783447
1,2.84681,1.00448,0.0,-0.0,0.0,99.1355230808258,0.0,20,0.0,17.2327,0.0,-0.0,0.0,17.719178199768066,17.4902286529541
1,2.84681,1.00448,0.0,-0.0,0.0,115.31062531471252,0.0,20,0.0,17.2327,0.0,-0.0,0.0,16.14951801300049,16.0612473487854
