1MaxReturn,Time,1ExplainedVariance,0NumTrajs,1EnvExecTime,1NumTrajs,0MaxReturn,1AverageReturn,ItrTime,LossAfter,0AverageReturn,0AveragePolicyStd,0PolicyExecTime,1Perplexity,1Entropy,MeanKLBefore,1ProcessExecTime,0MinReturn,1StdReturn,0StdReturn,LossBefore,1MinReturn,MeanKL,1PolicyExecTime,0ExplainedVariance,0Entropy,0EnvExecTime,0ProcessExecTime,0Perplexity,1AveragePolicyStd,dLoss,ComputeUpdatedDistTime
700.0,5074.72580575943,0.0314247602524,400,28.82897400856018,400,1300.0,5.5,121.76157450675964,5.41331202086e-10,8.0,0.983592,15.008189678192139,16.5712,2.80767,6.72880728914e-09,1.1352267265319824,0.0,51.1834934329,89.0842298053,4.8894438498e-10,0.0,6.08851902228e-09,40.020729064941406,0.0241846258557,2.80452,28.50790238380432,1.1030333042144775,16.5191,0.985153,-5.23868171065e-11,0.4168665409088135
5900.0,5197.051607131958,0.0189122148713,400,29.13386583328247,400,8400.0,45.0,121.24627900123596,-3.2596292332e-10,44.0,0.983592,14.871349573135376,16.4954,2.80308,-1.21071963566e-09,1.0843696594238281,0.0,370.101337474,454.328075294,-3.72529007642e-10,0.0,-5.96046367818e-09,39.406864166259766,0.0329465217531,2.80452,28.489875316619873,1.1550703048706055,16.5191,0.982894,-4.65660843219e-11,0.4274141788482666
1400.0,5320.821208000183,0.0314461997305,400,29.11018705368042,400,7600.0,11.25,122.70783972740173,-5.376955869e-06,30.75,0.983592,14.607787847518921,16.5539,2.80662,-6.57745746757e-10,1.1079423427581787,0.0,101.234566725,393.483719485,3.20142107268e-11,0.0,0.0072078872472,42.36483287811279,0.0237737675517,2.80452,27.853366136550903,1.145742416381836,16.5191,0.984623,5.37698788321e-06,0.4066355228424072
2400.0,5441.064523220062,0.0211090575794,400,29.139331102371216,400,1000.0,24.0,119.20655679702759,-9.60426738139e-11,8.75,0.983778,12.45540189743042,16.5602,2.807,-1.09001083715e-08,1.0699024200439453,0.0,177.690742584,84.5484328654,4.43833469976e-10,0.0,8.14179612618e-10,39.95513463020325,0.0247926858014,2.8049,28.090095281600952,1.0807175636291504,16.5254,0.984828,5.3987614379e-10,0.39534687995910645
5100.0,5568.360548019409,0.0409037093372,400,28.767383098602295,400,2200.0,35.75,126.26310348510742,-5.93718185726e-10,25.75,0.983778,19.68935751914978,16.5222,2.80471,1.33876992825e-10,1.0768532752990723,0.0,298.658563413,173.527915622,-1.32713462442e-09,0.0,4.88943385779e-10,39.891900300979614,0.0429647168464,2.8049,28.32058310508728,1.1048038005828857,16.5254,0.983735,-7.33416438692e-10,0.36236071586608887
2300.0,5689.4222984313965,0.0217438232816,400,28.439069271087646,400,1600.0,20.25,119.8973503112793,3.14321318973e-10,22.0,0.983778,13.520222425460815,16.53,2.80518,-6.14017547917e-09,1.051971435546875,0.0,158.319100237,133.663757242,1.5716070112e-10,0.0,-2.02198546795e-09,40.07102179527283,0.0562648462524,2.8049,28.66222643852234,1.1005561351776123,16.5254,0.983935,-1.57160617853e-10,0.4161233901977539
900.0,5804.044574975967,0.0214693686953,400,27.623559713363647,400,1200.0,10.25,113.6117913722992,1.77351466846e-10,10.75,0.983778,16.593060970306396,16.4886,2.80267,5.35510635835e-10,1.024749755859375,0.0,73.6202248027,76.2196660974,-3.69800551292e-10,0.0,1.17961196366e-16,33.21182060241699,0.025041546294,2.8049,27.26930260658264,1.0762341022491455,16.5254,0.98269,-5.47152018138e-10,0.3510282039642334
1200.0,5917.829767227173,0.028210780228,400,26.930350303649902,400,1800.0,13.5,111.91651391983032,-9.31322519104e-11,14.0,0.983778,14.337610244750977,16.5147,2.80425,2.56695509293e-09,1.012962818145752,0.0,99.3365491649,124.314118265,-4.16333634234e-17,0.0,-2.43890130314e-09,35.03898239135742,0.0240581649239,2.8049,26.72746443748474,1.116001844406128,16.5254,0.98345,9.31322102771e-11,0.39705753326416016
2600.0,6028.2324368953705,0.010018042184,400,27.653543949127197,400,2600.0,14.0,109.43520641326904,-7.91624210628e-10,17.5,0.983778,13.16910171508789,16.5053,2.80368,-2.88127799397e-10,1.0589334964752197,0.0,141.435497666,157.777533255,-5.58793566974e-10,0.0,7.02125163565e-11,32.81788110733032,0.0345606640726,2.8049,26.662559747695923,1.065495491027832,16.5254,0.983188,2.32830643654e-10,0.3736746311187744
3300.0,6150.406651496887,0.0291576513628,400,28.224583864212036,400,3200.0,33.0,121.080007314682,2.96131397182e-10,37.5,0.983778,17.305272579193115,16.523,2.80475,-2.48146880821e-09,1.1025710105895996,0.0,232.187424293,295.708894016,5.58793566974e-10,0.0,3.52884527155e-11,37.25337195396423,0.0585727438102,2.8049,29.01982593536377,1.221294641494751,16.5254,0.983718,2.62662169792e-10,0.3968544006347656
400.0,6261.8978769779205,0.0129706553317,400,27.017616748809814,400,1400.0,2.5,110.43741774559021,-2.44381385528e-06,11.0,0.983778,13.515173196792603,16.544,2.80602,5.65778401906e-09,1.0132906436920166,0.0,24.366985862,97.1030380575,-4.54019738472e-10,0.0,0.00249901390634,33.644404888153076,0.0234264832676,2.8049,28.052621364593506,1.1314749717712402,16.5254,0.984352,2.44335983554e-06,0.4259612560272217
5100.0,6374.41334271431,0.0136242822173,400,27.414710521697998,400,4200.0,20.0,111.5183253288269,7.68341112956e-10,21.25,0.983776,14.092812299728394,16.5132,2.80416,2.24099794277e-10,0.9969110488891602,0.0,263.153947339,230.376729511,6.98491930962e-10,0.0,7.05767888576e-10,33.48195266723633,0.0274979538011,2.80489,27.429093837738037,1.036686658859253,16.5253,0.98342,-6.98491819939e-11,0.37416815757751465
1600.0,6488.007210016251,0.00348567474423,400,27.088691473007202,400,4200.0,9.0,112.62573146820068,-1.84809320625e-10,41.0,0.983776,9.94155216217041,16.5694,2.80756,1.68802125056e-10,1.0220692157745361,0.0,94.1753683295,327.595787519,-1.49884743506e-10,0.0,3.43716344275e-09,36.466856241226196,0.0480500856385,2.80489,26.646602153778076,1.0098717212677002,16.5253,0.985124,3.49245771192e-11,0.39746856689453125
1800.0,6599.091670036316,0.0175069071026,400,27.43580675125122,400,700.0,12.5,110.00877642631531,-1.16415349583e-11,6.25,0.983776,11.557425737380981,16.4998,2.80335,6.22240126091e-09,1.0210814476013184,0.0,106.507042021,52.3061898823,-7.45058070795e-10,0.0,-5.35510136235e-10,33.65038704872131,0.0422241887763,2.80489,27.956897258758545,1.0533180236816406,16.5253,0.983029,-7.33416535836e-10,0.4007136821746826
700.0,6712.900427103043,0.033538168845,400,27.53528118133545,400,500.0,8.0,112.77768278121948,4.65661287308e-10,3.25,0.983776,11.968785762786865,16.4871,2.80258,3.60887542072e-10,1.087254285812378,0.0,64.3117407633,35.5589299614,2.09547601493e-10,0.0,-2.46800491155e-09,37.388540744781494,0.0251772518969,2.80489,27.030007362365723,1.0833923816680908,16.5253,0.982657,-2.56113685815e-10,0.45655322074890137
