MinReturn,LossBefore,TotalExecTime,Perplexity,AveragePolicyStd,MaxKL,AverageReturn,StdReturn,MaxReturn,MeanKL,Time,LossAfter,ItrTime,NumTrajs,ExplainedVariance,Entropy
0.0,-0.00712694,10.749467372894287,11.639,0.827472,0.454223,100.0,372.827037646,1700.0,0.137725,10.833290576934814,-0.0295817,10.833297729492188,20,0.0177198459861,2.45436
11000.0,-0.0058779,10.48574423789978,11.5563,0.823913,0.492309,17275.0,3875.93537098,24700.0,0.221819,21.400072813034058,-0.0544283,10.562617301940918,20,0.557452288489,2.44723
34100.0,-0.0227109,10.04721713066101,11.5224,0.822684,0.22467,37665.0,1610.05434691,40600.0,0.144828,31.503848552703857,-0.0494341,10.100160360336304,20,0.947658512131,2.44429
0.0,0.000773072,10.7048659324646,11.3923,0.817852,0.0446783,24920.0,18310.2867263,40600.0,0.00827535,42.27349257469177,-0.0026027,10.763635396957397,20,0.872339231594,2.43294
0.0,0.00387914,10.590129137039185,11.3967,0.818158,0.0225975,34385.0,11497.2725026,40000.0,0.00697891,52.92700242996216,0.00145926,10.649885654449463,20,0.885052975636,2.43333
0.0,0.00493511,10.424719333648682,11.4188,0.81927,0.011739,34680.0,11588.0800826,40200.0,0.00510509,63.38055372238159,0.00341675,10.449859380722046,20,0.881000043637,2.43527
2300.0,0.00457507,10.670482158660889,11.4471,0.820142,0.0312097,36965.0,7987.13183815,40100.0,0.00195327,74.10476636886597,0.00209417,10.721190452575684,20,0.910970517183,2.43773
