LossBefore,MaxKL,ItrTime,Perplexity,LossAfter,MeanKL,AveragePolicyStd,StdReturn,AverageReturn,Entropy,Time,MinReturn,TotalExecTime,MaxReturn,NumTrajs,ExplainedVariance
0.0116024,49.5198,4.9171576499938965,11.0609,-0.143154,1.32661,0.805297,640.65884057,1182.5,2.40341,4.917154550552368,100.0,4.837791681289673,2600.0,40,0.311871718771
-0.0428611,0.534651,4.545116662979126,11.1899,-0.0814563,0.0949358,0.809526,1523.72692764,5297.5,2.41501,9.467721462249756,2200.0,4.483470916748047,7800.0,40,0.8007528604
-0.0647155,5.94915,4.589156150817871,10.9527,-0.108487,0.114037,0.800905,741.008603189,5887.5,2.39358,14.060280561447144,3900.0,4.5487220287323,7700.0,40,0.890722620342
-0.0379906,3.23414,4.637210845947266,10.6039,-0.0766118,0.0947293,0.788003,1223.04691243,6137.5,2.36123,18.707354068756104,0.0,4.606207847595215,7900.0,40,0.84630619058
-0.0421337,0.375094,4.673077583312988,10.4044,-0.0708811,0.058087,0.780522,1810.24860171,6000.0,2.34223,23.385575771331787,0.0,4.635671615600586,8000.0,40,0.824011249348
-0.0794519,26.8386,4.625799894332886,10.1875,-0.13187,0.148185,0.772327,1209.86569503,6665.0,2.32116,28.022701263427734,0.0,4.549307823181152,7800.0,40,0.874310247801
-0.0321497,8.66719,4.70363450050354,9.79074,-0.0746233,0.110064,0.757135,1637.06864548,6452.5,2.28144,32.73570799827576,2400.0,4.67557692527771,8100.0,40,0.853623959298
