AverageReturn,ItrTime,Perplexity,Entropy,NumTrajs,ExplainedVariance,LossBefore,MaxKL,AveragePolicyStd,Time,LossAfter,StdReturn,TotalExecTime,MaxReturn,MinReturn,MeanKL
0.0,10.85917067527771,17.1557,2.84233,20,1,-0.0,0.0,1.00326,10.859166622161865,-0.0,0.0,10.779258012771606,0.0,0.0,0.0
0.0,10.516117572784424,17.1557,2.84233,20,1,-0.0,0.0,1.00326,21.37935495376587,-0.0,0.0,10.428534030914307,0.0,0.0,0.0
0.0,10.430678367614746,17.1557,2.84233,20,1,-0.0,0.0,1.00326,31.815017700195312,-0.0,0.0,10.392455577850342,0.0,0.0,0.0
0.0,10.61822772026062,17.1557,2.84233,20,1,-0.0,0.0,1.00326,42.43707060813904,-0.0,0.0,10.581508159637451,0.0,0.0,0.0
0.0,10.482758045196533,17.1557,2.84233,20,1,-0.0,0.0,1.00326,52.92310881614685,-0.0,0.0,10.393159627914429,0.0,0.0,0.0
40.0,10.72652816772461,17.1557,2.84233,20,0.114145363616,0.00859115,0.198118,1.00326,63.65890717506409,-0.0063448,174.355957742,10.633025646209717,800.0,0.0,0.0392234
0.0,10.676356554031372,17.2295,2.84663,20,1,-0.0,0.0,1.00542,74.34594082832336,-0.0,0.0,10.627562284469604,0.0,0.0,0.0
