LossBefore,AverageReturn,MaxReturn,Perplexity,Entropy,AveragePolicyStd,NumTrajs,LossAfter,StdReturn,ExplainedVariance,MaxKL,MeanKL,Time,ItrTime,MinReturn,TotalExecTime
0.0368941,347.5,1200.0,11.4353,2.4367,0.82843,40,-0.147466,350.704647816,0.134987691892,6.24182,1.98088,4.081042289733887,4.0810487270355225,0.0,4.025206089019775
0.034856,1887.5,3100.0,11.865,2.4736,0.848425,40,-0.0836179,572.794683984,0.526054715031,5.7505,2.44781,8.599893569946289,4.513522148132324,600.0,4.42006254196167
-0.00650874,3637.5,4800.0,12.0737,2.49103,0.854062,40,-0.532068,656.386890485,0.760165908313,11.711,7.91542,12.114330768585205,3.5105862617492676,2400.0,3.46175479888916
-0.00301558,330.0,800.0,12.0344,2.48777,0.853291,40,-0.0475954,212.367605816,0.594240970306,1.06223,0.431823,15.629718780517578,3.5070767402648926,0.0,3.475229263305664
0.0287812,1327.5,2100.0,12.0163,2.48626,0.852677,40,-0.127121,388.579142518,0.564136433691,5.52937,2.50242,20.39873218536377,4.762152910232544,500.0,4.725767374038696
-0.00616749,4832.5,6500.0,12.1905,2.50065,0.857603,40,-0.364258,782.428111714,0.83229722095,6.9342,4.77629,24.818808555603027,4.4144392013549805,3000.0,4.379777669906616
0.03743,880.0,1700.0,12.1529,2.49757,0.856598,40,-0.0587413,312.409987036,0.462224102178,2.54084,1.06721,29.097667932510376,4.274436712265015,300.0,4.235597372055054
