AverageReturn,ExplainedVariance,Time,Entropy,StdReturn,NumTrajs,Perplexity,TotalExecTime,ItrTime,AveragePolicyStd,MaxKL,MeanKL,MaxReturn,LossAfter,LossBefore,MinReturn
1140.0,0.777762363474,6.019099235534668,2.74043,327.719392163,20,15.4937,5.946863174438477,6.019103527069092,0.95435,0.595422,0.0808181,1900.0,-0.0277988,-0.00666204,300.0
1775.0,0.434967996456,15.558247089385986,2.73377,625.19996801,20,15.3908,9.41749906539917,9.529706001281738,0.950839,0.796664,0.136574,3400.0,-0.0386359,-0.00178064,700.0
11120.0,0.564890384961,21.977059364318848,2.73288,3884.14726806,20,15.3771,6.379228353500366,6.4164135456085205,0.950133,0.393848,0.129111,18300.0,-0.0407851,-0.0133994,0.0
14630.0,0.797751494594,27.418450593948364,2.72618,9632.96942796,20,15.2744,5.387956380844116,5.427406072616577,0.946852,0.619153,0.0425899,22600.0,-0.0234412,-0.00931129,0.0
20535.0,0.931539661484,33.048585414886475,2.72152,1548.31359873,20,15.2035,5.579104661941528,5.621211528778076,0.944807,0.29167,0.0520033,22700.0,-0.0309115,-0.0125452,17200.0
15905.0,0.814757066039,38.78194713592529,2.71525,9193.55616723,20,15.1084,5.67084264755249,5.7213568687438965,0.941747,0.273145,0.0355823,22300.0,0.00786221,0.0186331,0.0
20330.0,0.849261680775,44.44541001319885,2.72457,4825.04922255,20,15.2498,5.5842201709747314,5.65839147567749,0.946279,0.0744813,0.00645682,23000.0,-0.0491538,-0.0431442,0.0
