MeanKL,ItrTime,StdReturn,Entropy,NumTrajs,MaxReturn,LossBefore,MaxKL,AverageReturn,Perplexity,Time,LossAfter,ExplainedVariance,MinReturn,AveragePolicyStd,TotalExecTime
0.0194316,6.695926189422607,57.2276157113,2.56857,20,1000.0,0.00521027,0.118061,965.0,13.0471,6.695920705795288,-0.00310493,0.937329816025,800.0,0.87453,6.624898672103882
0.0161668,6.443923711776733,60.0,2.57378,20,1200.0,-0.00642588,0.0959748,1020.0,13.1153,13.148224830627441,-0.0156885,0.934446964839,900.0,0.877133,6.397403001785278
0.00665592,6.4801530838012695,76.6485485838,2.57057,20,1200.0,-0.00245826,0.157194,1025.0,13.0732,19.6320321559906,-0.00800674,0.937790508134,900.0,0.875792,6.456121206283569
0.0231822,6.523608922958374,110.792599031,2.56934,20,1400.0,0.0165722,0.159305,1115.0,13.0572,26.160507440567017,0.00542683,0.932269900662,900.0,0.875312,6.461341857910156
0.00576103,6.339955806732178,135.185058346,2.57762,20,1600.0,-0.000465227,0.02764,1235.0,13.1658,32.51762866973877,-0.00385373,0.918048284849,1100.0,0.879004,6.301278352737427
0.0616061,6.385500192642212,317.804971641,2.57739,20,2200.0,0.021833,0.482902,1200.0,13.1628,38.91446375846863,-0.00466647,0.855152940398,500.0,0.878909,6.289095878601074
0.00160015,6.008872985839844,507.419944425,2.58831,20,2200.0,-0.0157812,0.0155813,1395.0,13.3072,44.92619204521179,-0.018337,0.801456437645,0.0,0.883695,5.969636678695679
