MaxKL,AverageReturn,MaxReturn,AveragePolicyStd,LossAfter,MeanKL,Perplexity,TotalExecTime,MinReturn,NumTrajs,LossBefore,ItrTime,Entropy,Time,StdReturn,ExplainedVariance
0.185079,30.0,500.0,1.00326,0.00272762,0.0310975,17.1557,10.986380100250244,0.0,20,0.0108809,11.053540229797363,2.84233,11.053534746170044,110.0,0.188924504211
0.0354506,135.0,1000.0,1.00886,-0.00392267,0.00623713,17.3434,10.71975064277649,0.0,20,0.000564508,10.866371631622314,2.85321,21.923405647277832,292.018835009,0.122401108535
0.0184694,235.0,900.0,1.00935,0.0142395,0.00294601,17.3483,10.421809196472168,0.0,20,0.0169429,10.477697610855103,2.85349,32.404712438583374,324.461091658,0.201623775256
0.0484129,290.0,1000.0,1.01362,-0.00792996,0.00628681,17.4959,10.759719133377075,0.0,20,-0.00321617,10.856640338897705,2.86196,43.264962673187256,354.823899984,0.23394254106
0.0635418,690.0,2500.0,1.0131,-0.00144541,0.0194961,17.4677,10.798642635345459,0.0,20,0.00667801,10.840392589569092,2.86036,54.11326622962952,836.002392341,0.185508142506
0.0514671,1810.0,7300.0,1.01439,-0.00144169,0.0171443,17.5262,10.530770063400269,0.0,20,0.00770547,10.608609437942505,2.86369,64.7276668548584,2194.7437208,0.250312507483
0.0542775,3125.0,12600.0,1.01658,-0.0135874,0.0165926,17.5938,10.647077083587646,0.0,20,-0.00749693,10.69826340675354,2.86755,75.42957377433777,4463.50478884,0.481691312466
