Perplexity,MaxReturn,LossBefore,Entropy,LossAfter,AveragePolicyStd,AverageReturn,ItrTime,Time,MeanKL,TotalExecTime,StdReturn,NumTrajs,MinReturn,ExplainedVariance,MaxKL
15.2117,400.0,0.0272628,2.72206,-0.000308439,0.947542,255.0,4.855435609817505,4.855432510375977,0.100672,4.802630662918091,139.55285737,20,0.0,0.704014817681,1.17756
15.6321,500.0,-0.0154045,2.74932,-0.0329533,0.960347,300.0,4.711453199386597,9.569311141967773,0.0522116,4.661692380905151,94.8683298051,20,0.0,0.846659813886,0.63971
15.5121,500.0,0.0117628,2.74162,0.0084417,0.956565,375.0,4.772703170776367,14.346885919570923,0.00722414,4.742908239364624,62.2494979899,20,300.0,0.924274319415,0.105267
15.6036,600.0,0.00380523,2.7475,-0.0108995,0.959399,450.0,4.81795859336853,19.169151306152344,0.0624616,4.761669635772705,74.161984871,20,300.0,0.918965693349,1.1995
15.6334,700.0,0.0257986,2.74941,0.0197095,0.96043,600.0,4.684634685516357,23.859575510025024,0.0131031,4.648972511291504,70.7106781187,20,400.0,0.930678689392,0.144951
15.8363,800.0,-0.00282168,2.76231,-0.0075342,0.966628,650.0,4.6812262535095215,28.54975175857544,0.0060007,4.630055904388428,67.082039325,20,500.0,0.930673689753,0.102933
15.814,800.0,0.000416126,2.76089,-0.00976747,0.966376,645.0,4.62139892578125,33.18003511428833,0.014191,4.584274768829346,73.9932429347,20,500.0,0.931248909561,0.0766583
