StdReturn,AveragePolicyStd,MinReturn,ItrTime,MeanKL,AverageReturn,LossBefore,Entropy,MaxReturn,MaxKL,Perplexity,LossAfter,TotalExecTime,NumTrajs,Time,ExplainedVariance
180.554700853,0.828509,0.0,8.162700176239014,0.0976854,80.0,-0.00905854,2.46033,600.0,0.341072,11.7087,-0.0264972,8.099857091903687,20,8.162698030471802,0.106492020317
924.175308045,0.824904,0.0,7.8975136280059814,0.0136048,930.0,0.0117148,2.45127,3500.0,0.0830152,11.6031,-1.2435e-05,7.849669456481934,20,16.063035011291504,0.522009712217
608.502259651,0.827364,0.0,7.955033779144287,0.0100354,1615.0,0.00495316,2.45713,2500.0,0.0497583,11.6713,-0.00120274,7.921407699584961,20,24.02170419692993,0.756508201575
701.765630392,0.828384,700.0,7.896093130111694,0.00554037,1895.0,0.0133381,2.45961,4000.0,0.0372492,11.7002,0.00957791,7.85282039642334,20,31.926212072372437,0.797216251949
371.48351242,0.831157,1000.0,7.9588236808776855,0.0113029,1900.0,0.0144068,2.46627,2500.0,0.0543022,11.7785,0.0084097,7.930214881896973,20,39.88884353637695,0.853917474597
537.098687394,0.834323,1000.0,9.324031352996826,0.00919108,2045.0,-0.00552775,2.47348,3200.0,0.0353404,11.8636,-0.00947989,9.284005403518677,20,49.21658992767334,0.819922323839
377.988095051,0.833202,1300.0,9.712674379348755,0.00490972,1875.0,0.00577383,2.47071,2500.0,0.0189418,11.8309,0.00303563,9.675734519958496,20,58.9340283870697,0.857264994565
