MaxKL,NumTrajs,TotalExecTime,LossBefore,MeanKL,AverageReturn,MaxReturn,MinReturn,Entropy,StdReturn,Perplexity,AveragePolicyStd,ItrTime,Time,LossAfter,ExplainedVariance
299.007,20,12.959505796432495,0.00434995,2.51829,580.0,7800.0,0.0,2.8392,1851.37786527,17.1021,1.00066,13.076473951339722,13.076467990875244,-1.00756,0.191048067105
1193.52,20,12.247140645980835,-0.0292924,16.9473,140.0,2800.0,0.0,2.84355,610.245852096,17.1766,1.00284,12.42528748512268,25.50600242614746,4.8085,0.306939835559
1432.35,20,12.294484853744507,-0.0072986,15.0735,220.0,2400.0,0.0,2.8289,663.02337817,16.9269,0.995528,12.38595986366272,37.89642882347107,-1.90078,0.573600798846
0.0204847,20,12.465559482574463,-0.0142995,0.0021985,170.0,3400.0,0.0,2.82525,741.012820402,16.8652,0.993713,12.513884782791138,50.44326663017273,-0.0176096,0.384633579538
673.384,20,11.958556652069092,-0.0226077,7.93177,840.0,4900.0,0.0,2.81811,1591.97989937,16.7451,0.990184,12.00177526473999,62.454095125198364,1.53974,0.47150731624
4401.24,20,12.525209665298462,0.00953044,40.5004,1165.0,8700.0,0.0,2.8068,2250.61658218,16.5569,0.984588,12.670721530914307,75.1298599243164,17.0066,0.576901281248
40.1027,20,12.318914413452148,0.00217083,0.270848,430.0,4400.0,0.0,2.81157,1159.78446273,16.636,0.986931,12.39441466331482,87.53711438179016,0.0370679,0.450040144554
