Entropy,AveragePolicyStd,LossBefore,ItrTime,TotalExecTime,MinReturn,StdReturn,NumTrajs,LossAfter,Perplexity,AverageReturn,MeanKL,ExplainedVariance,Time,MaxReturn,MaxKL
2.40341,0.805297,0.0251351,4.70448637008667,4.638864278793335,0.0,135.922772191,40,-0.0192153,11.0609,95.0,0.26204,0.0823569453069,4.704482793807983,400.0,7.39338
2.42855,0.816062,-0.00882365,4.60897421836853,4.52043604850769,200.0,577.272682534,40,-0.11032,11.3424,1202.5,0.386278,0.334013890331,9.318241834640503,2300.0,6.53535
2.42413,0.814615,-0.046876,4.7910144329071045,4.765148878097534,1500.0,1406.83821031,40,-0.0946121,11.2925,5067.5,0.143956,0.741645255846,14.113196849822998,7100.0,3.10797
2.4007,0.805092,-0.035845,4.7621824741363525,4.720579385757446,2800.0,1072.56701422,40,-0.064511,11.0309,6640.0,0.0522912,0.910427515287,18.89216160774231,7700.0,3.18435
2.38277,0.797722,-0.0714104,4.702486991882324,4.659737586975098,3600.0,1022.98277112,40,-0.101725,10.8349,6872.5,0.0552688,0.925922669811,23.600937843322754,8000.0,1.08535
2.34707,0.783638,-0.0345231,4.738999605178833,4.70300555229187,2500.0,1074.29046352,40,-0.0523173,10.4549,7070.0,0.0173223,0.915085374644,28.34447693824768,8100.0,0.244074
2.32981,0.776497,-0.0744221,5.297896862030029,5.251175403594971,5900.0,364.691650576,40,-0.0965444,10.276,7200.0,0.0663593,0.97450026295,33.64837336540222,7700.0,1.03942
