LossBefore,MinReturn,Perplexity,ExplainedVariance,Entropy,AverageReturn,StdReturn,LossAfter,TotalExecTime,ItrTime,MaxKL,Time,MaxReturn,MeanKL,AveragePolicyStd,NumTrajs
-0.00171492,0.0,13.0899,0.131739102538,2.57184,370.0,370.270171631,-0.0955115,5.201585531234741,5.2883141040802,33.7222,5.288304567337036,1400.0,0.841662,0.876188,40
-0.0421291,800.0,13.0674,0.517954462212,2.57012,2122.5,638.156524687,-0.0735807,6.704980850219727,6.787423133850098,3.7845,12.080292224884033,3300.0,0.0887295,0.876089,40
-0.0127973,800.0,12.7951,0.603607663573,2.54906,2525.0,703.118055521,-0.0299456,5.077280044555664,5.14405632019043,1.92298,17.22846555709839,3800.0,0.0337339,0.866613,40
-0.0372706,200.0,12.7134,0.516639047528,2.54266,2445.0,924.107677709,-0.0663848,4.900255441665649,4.93513035774231,4.28989,22.173670053482056,4300.0,0.0707068,0.863956,40
-0.0168802,1000.0,12.4787,0.52621031222,2.52402,2672.5,862.550723146,-0.0490962,4.943325996398926,5.009349584579468,5.6453,27.188055753707886,5400.0,0.112983,0.855825,40
-0.0181639,0.0,12.3739,0.503775076937,2.51559,2342.5,974.650578413,-0.0593036,4.863032579421997,4.9622392654418945,3.83618,32.16560506820679,4200.0,0.158492,0.852037,40
-0.0234575,600.0,12.262,0.546872824715,2.5065,2605.0,856.431550096,-0.0683172,5.537142276763916,5.568899869918823,13.9416,37.73843193054199,4400.0,0.208293,0.848277,40
