ExplainedVariance,LossBefore,AverageReturn,Entropy,StdReturn,MinReturn,Time,TotalExecTime,MaxKL,AveragePolicyStd,NumTrajs,MaxReturn,ItrTime,Perplexity,MeanKL,LossAfter
1,-0.0,0.0,2.67957,0.0,0.0,10.633732318878174,10.531593799591064,0.0,0.92455,20,0.0,10.633737802505493,14.5788,0.0,-0.0
1,-0.0,0.0,2.67957,0.0,0.0,21.23803162574768,10.54529857635498,0.0,0.92455,20,0.0,10.601381540298462,14.5788,0.0,-0.0
1,-0.0,0.0,2.67957,0.0,0.0,31.9406156539917,10.64003849029541,0.0,0.92455,20,0.0,10.698407649993896,14.5788,0.0,-0.0
1,-0.0,0.0,2.67957,0.0,0.0,42.7135329246521,10.660878896713257,0.0,0.92455,20,0.0,10.760781049728394,14.5788,0.0,-0.0
1,-0.0,0.0,2.67957,0.0,0.0,53.42837595939636,10.669922828674316,0.0,0.92455,20,0.0,10.709486246109009,14.5788,0.0,-0.0
1,-0.0,0.0,2.67957,0.0,0.0,64.23737454414368,10.748988628387451,0.0,0.92455,20,0.0,10.803558111190796,14.5788,0.0,-0.0
1,-0.0,0.0,2.67957,0.0,0.0,75.00339221954346,10.698055744171143,0.0,0.92455,20,0.0,10.762566089630127,14.5788,0.0,-0.0
