MinReturn,MeanKL,LossAfter,TotalExecTime,NumTrajs,ExplainedVariance,StdReturn,LossBefore,MaxKL,Perplexity,Entropy,AveragePolicyStd,AverageReturn,ItrTime,Time,MaxReturn
100.0,1.43782,-0.102168,7.614840030670166,40,0.264769420589,401.715073155,0.00710406,115.4,16.3558,2.79458,0.982009,575.0,7.713084697723389,7.713079452514648,1500.0
2000.0,0.0696798,-0.0189411,7.0137927532196045,40,0.713033034747,1038.92973776,0.00397676,11.8089,16.4724,2.80169,0.986639,4375.0,7.109263181686401,14.828237533569336,6500.0
2100.0,0.0388352,-0.0542196,6.926762104034424,40,0.692629679049,978.516095933,-0.0358622,9.57443,16.5052,2.80368,0.986946,4327.5,7.00023627281189,21.83236002922058,6300.0
2700.0,0.286966,-0.0959631,7.271551847457886,40,0.716931836158,951.367436903,-0.0277691,3.40858,16.2119,2.78574,0.978272,4520.0,7.361643075942993,29.204949855804443,6400.0
1700.0,0.50683,-0.112149,7.2195751667022705,40,0.6575647567,942.440316413,0.000993319,13.9655,15.9883,2.77186,0.971022,3532.5,7.309649467468262,36.5173659324646,5800.0
600.0,0.476527,-0.147244,7.1985251903533936,40,0.49969243861,964.672872014,-0.0392832,7.63638,15.9963,2.77236,0.971169,2812.5,7.23370361328125,43.75462365150452,4800.0
1400.0,0.546716,-0.118119,8.490721940994263,40,0.702050755959,958.745925676,-0.00167502,10.2082,15.6852,2.75271,0.961211,3967.5,8.553130149841309,52.31323599815369,5800.0
