LossBefore,MaxReturn,TotalExecTime,ExplainedVariance,ItrTime,MaxKL,Perplexity,Entropy,NumTrajs,AverageReturn,StdReturn,MinReturn,LossAfter,MeanKL,AveragePolicyStd,Time
0.00143333,15100.0,11.825932502746582,0.298465447959,11.936818361282349,6.02416,14.777,2.69307,20,7555.0,3498.7819309,300.0,-0.206826,1.20317,0.930467,11.936812400817871
-0.00720232,11000.0,11.689857721328735,0.232555472387,11.867077827453613,0.609379,14.7982,2.69451,20,4395.0,2921.5535251,0.0,-0.0539256,0.147436,0.931174,23.8069007396698
-0.00127626,22500.0,11.628045082092285,0.923068524338,11.704131364822388,1.04173,14.745,2.69091,20,20790.0,1452.54948281,17700.0,-0.0361427,0.133223,0.929615,35.51487064361572
-0.00275214,20800.0,12.015085697174072,0.900671658829,12.057895421981812,0.831636,14.7356,2.69027,20,18480.0,1442.08182847,15500.0,-0.0634543,0.199773,0.929171,47.58527898788452
-0.00201163,22200.0,11.5923433303833,0.850470212192,11.643639326095581,1.01828,14.7154,2.68889,20,19180.0,2516.46577565,11400.0,-0.0635074,0.23074,0.928454,59.23462128639221
-0.0151687,21000.0,11.750257968902588,0.908200585711,11.839854955673218,0.63283,14.7006,2.68789,20,18785.0,1575.52372245,14000.0,-0.0536397,0.122221,0.927893,71.09295797348022
-0.00413632,23200.0,12.227897644042969,0.977472587873,12.283382177352905,0.248394,14.5895,2.6803,20,21950.0,842.31822965,19900.0,-0.00899143,0.015384,0.924328,83.39016699790955
