MaxReturn,StdReturn,LossBefore,TotalExecTime,Entropy,Time,ExplainedVariance,Perplexity,ItrTime,AverageReturn,AveragePolicyStd,MinReturn,LossAfter,MaxKL,NumTrajs,MeanKL
1200.0,426.497362243,-0.0205817,5.343588590621948,2.74043,5.420621156692505,0.177118152386,15.4937,5.420625448226929,210.0,0.95435,0.0,-0.0459232,0.453878,20,0.0808966
1400.0,289.654967159,0.000664718,5.057337522506714,2.71985,10.528803825378418,0.882571757847,15.1781,5.105362176895142,1110.0,0.944693,0.0,-0.0264027,0.470713,20,0.0587797
1500.0,139.283882772,0.0129667,5.129956245422363,2.72018,15.699071645736694,0.936435637769,15.1831,5.159024000167847,1260.0,0.945135,1000.0,0.00593821,0.0568027,20,0.0144723
1400.0,123.592070943,0.0239021,5.089611053466797,2.72667,20.844064950942993,0.931728850386,15.2819,5.139221429824829,1215.0,0.9488,1000.0,0.0132037,0.233972,20,0.029958
1600.0,308.86890423,0.0314643,5.1779327392578125,2.73862,26.076656818389893,0.898990363939,15.4656,5.226192951202393,1260.0,0.95453,0.0,0.0174201,0.324973,20,0.0402199
1500.0,126.095202129,0.00406297,4.8121278285980225,2.75435,30.9474515914917,0.935798686078,15.7108,4.862150192260742,1210.0,0.962244,1000.0,-0.00740853,0.431049,20,0.026888
1800.0,188.148877222,0.00294233,5.500674486160278,2.75638,36.53670907020569,0.924450766935,15.7428,5.565429925918579,1260.0,0.963042,1100.0,-0.00368775,0.115256,20,0.00937043
