LossAfter,Time,MaxKL,MinReturn,Perplexity,TotalExecTime,ExplainedVariance,ItrTime,NumTrajs,AverageReturn,MaxReturn,LossBefore,Entropy,MeanKL,StdReturn,AveragePolicyStd
-0.173821,5.0581746101379395,18.3628,0.0,11.0609,4.979258060455322,0.166216366343,5.058187246322632,40,497.5,1900.0,0.00121091,2.40341,1.38713,448.044361643,0.805297
-0.0987199,9.855223178863525,1.12844,0.0,11.0742,4.729875564575195,0.699161948476,4.79155707359314,40,4330.0,6100.0,-0.028064,2.40462,0.205751,1194.19428905,0.805283
-0.108992,14.692089080810547,7.56099,3500.0,10.9199,4.772037982940674,0.863841219403,4.828845977783203,40,5762.5,8000.0,-0.0563242,2.39059,0.104697,910.95760055,0.799663
-0.0885476,20.78597092628479,0.552864,4700.0,10.6167,6.0552849769592285,0.898460788291,6.087264537811279,40,6062.5,7200.0,-0.0534088,2.36243,0.0960992,741.177272992,0.788458
-0.0783327,25.711678504943848,0.569943,2500.0,10.3369,4.879411697387695,0.874409156174,4.912724494934082,40,6020.0,7800.0,-0.0475269,2.33572,0.064928,1122.54175869,0.77803
-0.100009,30.907195568084717,12.4535,0.0,10.0942,5.142867088317871,0.835912566327,5.1897313594818115,40,6142.5,7800.0,-0.0563234,2.31196,0.142899,1254.56914915,0.768846
-0.101643,35.89098906517029,3.85299,3200.0,9.81389,4.936602354049683,0.840801859697,4.979501485824585,40,6115.0,7900.0,-0.0486863,2.2838,0.158041,1621.1955465,0.758038
