LossBefore,Perplexity,AveragePolicyStd,MinReturn,NumTrajs,TotalExecTime,MaxKL,Entropy,ItrTime,StdReturn,MeanKL,MaxReturn,Time,ExplainedVariance,AverageReturn,LossAfter
0.0175304,16.3558,0.982009,100.0,40,7.344722270965576,29.6531,2.79458,7.455579042434692,518.646073927,1.02227,2400.0,7.455575227737427,0.343325689784,1072.5,-0.142025
-0.0255576,16.6451,0.98996,0.0,40,7.202404499053955,5.55843,2.81211,7.267975091934204,1034.33251423,0.130544,4200.0,14.731576919555664,0.420323791883,1862.5,-0.0597318
-0.0207209,16.4337,0.983611,400.0,40,7.338392972946167,4.72069,2.79934,7.369088411331177,1329.79086702,0.0825029,5700.0,22.119805812835693,0.488277469794,2462.5,-0.0500063
-0.0243977,16.2643,0.979164,0.0,40,7.2600297927856445,11.5739,2.78897,7.292988061904907,1107.06820025,0.105565,4500.0,29.420235633850098,0.511686380662,2580.0,-0.0549311
0.00123721,16.0671,0.972935,400.0,40,7.934245347976685,9.37242,2.77678,7.991583347320557,1327.87188765,0.0359278,5100.0,37.42071032524109,0.533102830175,2597.5,-0.0177465
-0.0425068,16.0771,0.972775,400.0,40,7.241588592529297,3.82283,2.77739,7.3242998123168945,1446.70098846,0.101275,5500.0,44.75599980354309,0.561763103236,2942.5,-0.083456
-0.0167151,15.739,0.962835,300.0,40,7.3477253913879395,5.32089,2.75614,7.4357171058654785,1412.65707091,0.0544154,5700.0,52.197762966156006,0.641969408317,3330.0,-0.0439322
