MinReturn,MaxReturn,AveragePolicyStd,Perplexity,LossBefore,AverageReturn,ItrTime,NumTrajs,TotalExecTime,MeanKL,StdReturn,ExplainedVariance,Time,LossAfter,Entropy,MaxKL
0.0,2000.0,0.870797,12.9461,0.00344048,255.0,33.80856251716614,20,33.4466016292572,0.188679,527.707305237,0.0226314115508,33.808555364608765,-0.0195556,2.5608,0.34915
34200.0,47200.0,0.872211,12.9908,-0.0234151,39830.0,32.24695944786072,20,31.98842430114746,0.154344,3493.29357484,0.753489539652,66.07261347770691,-0.071563,2.56424,0.368654
38900.0,51200.0,0.867148,12.8396,-0.0127426,48045.0,33.67218327522278,20,33.559179067611694,0.0122107,3030.75485647,0.921603346567,99.75549674034119,-0.0184007,2.55253,0.136364
38700.0,52000.0,0.864372,12.758,-0.00712186,49180.0,33.7684006690979,20,33.59051275253296,0.0101776,2594.14725873,0.934496991537,133.54289960861206,-0.0113185,2.54616,0.0496417
38400.0,50300.0,0.862798,12.7127,0.0167197,49250.0,33.31858968734741,20,33.12172508239746,0.0073222,2524.18303615,0.93663802751,166.89202523231506,0.0116761,2.5426,0.191571
49100.0,50600.0,0.86643,12.8194,0.0182619,49785.0,33.342275619506836,20,33.2697172164917,0.0291834,438.491733103,0.969638942337,200.26415944099426,0.0113977,2.55096,0.104454
47700.0,51100.0,0.870391,12.937,-0.0141533,49690.0,33.34827756881714,20,33.300857067108154,0.00566649,828.190799273,0.966972764422,233.62213015556335,-0.0166443,2.56009,0.0327037
