AverageReturn,ItrTime,TotalExecTime,Perplexity,MeanKL,Time,MaxKL,StdReturn,Entropy,MaxReturn,LossBefore,NumTrajs,LossAfter,ExplainedVariance,MinReturn,AveragePolicyStd
0.0,23.324321269989014,23.164498567581177,12.9461,0.0,23.324310779571533,0.0,0.0,2.5608,0.0,-0.0,20,-0.0,1,0.0,0.870797
0.0,23.65335726737976,23.50491952896118,12.9461,0.0,46.9956374168396,0.0,0.0,2.5608,0.0,-0.0,20,-0.0,1,0.0,0.870797
0.0,23.247591257095337,23.14783263206482,12.9461,0.0,70.24659395217896,0.0,0.0,2.5608,0.0,-0.0,20,-0.0,1,0.0,0.870797
0.0,25.616134881973267,25.42013645172119,12.9461,0.0,95.86963558197021,0.0,0.0,2.5608,0.0,-0.0,20,-0.0,1,0.0,0.870797
0.0,22.842047691345215,22.74820041656494,12.9461,0.0,118.7401192188263,0.0,0.0,2.5608,0.0,-0.0,20,-0.0,1,0.0,0.870797
0.0,25.151597499847412,25.010348320007324,12.9461,0.0,143.89848160743713,0.0,0.0,2.5608,0.0,-0.0,20,-0.0,1,0.0,0.870797
0.0,23.13536787033081,23.029401302337646,12.9461,0.0,167.04113602638245,0.0,0.0,2.5608,0.0,-0.0,20,-0.0,1,0.0,0.870797
