AveragePolicyStd,ExplainedVariance,LossAfter,Perplexity,MinReturn,StdReturn,NumTrajs,MaxKL,ItrTime,MeanKL,MaxReturn,Time,LossBefore,Entropy,AverageReturn,TotalExecTime
1.00568,0.271831082219,-0.00789351,17.2706,0.0,115.217186218,20,0.0210709,15.64748239517212,0.000857479,500.0,15.64747428894043,-0.00590813,2.849,35.0,15.355522632598877
1.00279,1,-0.0,17.1688,0.0,0.0,20,0.0,16.874407052993774,0.0,0.0,32.5356080532074,-0.0,2.84309,0.0,16.65289545059204
1.00279,1,-0.0,17.1688,0.0,0.0,20,0.0,16.66014575958252,0.0,0.0,49.21147418022156,-0.0,2.84309,0.0,16.48964262008667
1.00279,0.0973741798618,-0.00565339,17.1688,0.0,131.434394281,20,27.2166,16.7263445854187,0.163629,600.0,65.96556210517883,-0.0160827,2.84309,35.0,16.573945999145508
0.998683,1,-0.0,17.0313,0.0,0.0,20,0.0,17.738762855529785,0.0,0.0,83.75437021255493,-0.0,2.83505,0.0,17.53940987586975
0.998683,1,-0.0,17.0313,0.0,0.0,20,0.0,16.927660703659058,0.0,0.0,100.69315147399902,-0.0,2.83505,0.0,16.756261587142944
0.998683,1,-0.0,17.0313,0.0,0.0,20,0.0,17.955893754959106,0.0,0.0,118.68685936927795,-0.0,2.83505,0.0,17.775136470794678
