MaxKL,AveragePolicyStd,Entropy,NumTrajs,LossAfter,StdReturn,TotalExecTime,ItrTime,MaxReturn,ExplainedVariance,Perplexity,Time,MinReturn,AverageReturn,LossBefore,MeanKL
8.7976,0.805297,2.40341,40,-0.147403,420.646823357,4.784863233566284,4.8746864795684814,1900.0,0.233497386705,11.0609,4.874680995941162,0.0,542.5,0.0214107,1.28564
2.58333,0.813496,2.42482,40,-0.0702363,1162.65859133,4.713878393173218,4.778029441833496,7000.0,0.797485519515,11.3002,9.657848358154297,1600.0,5135.0,-0.0530788,0.0239705
2.27284,0.802823,2.39828,40,-0.0730632,1194.10007956,4.695369720458984,4.739672660827637,7600.0,0.810843887508,11.0043,14.403425216674805,800.0,5525.0,-0.0525705,0.0394139
0.653346,0.792439,2.372,40,-0.102039,1243.37243013,4.829951047897339,4.873571157455444,7400.0,0.823385894572,10.7188,19.285343885421753,1200.0,5545.0,-0.0770907,0.0398433
20.3619,0.777263,2.33345,40,-0.0713346,640.2343321,4.663419961929321,4.706923961639404,7300.0,0.915008987014,10.3135,23.99828028678894,4300.0,6010.0,-0.050428,0.0580465
0.244461,0.767464,2.30824,40,-0.092094,928.678496575,4.687451124191284,4.727617979049683,7900.0,0.905925986432,10.0567,28.73439598083496,4000.0,6517.5,-0.0772149,0.0137625
0.768649,0.752769,2.26963,40,-0.0477,659.621103362,4.792335510253906,4.8314292430877686,7700.0,0.930164505913,9.67583,33.569660902023315,4200.0,6630.0,-0.0299321,0.0446214
