AveragePolicyStd,NumTrajs,LossBefore,LossAfter,TotalExecTime,AverageReturn,Perplexity,Time,ExplainedVariance,Entropy,MaxKL,ItrTime,MaxReturn,StdReturn,MeanKL,MinReturn
0.58088,40,0.0175278,-0.0207324,6.332464933395386,5.0,5.67789,6.42803955078125,0.0296322546568,1.73658,0.831033,6.428041458129883,100.0,21.7944947177,0.169362,0.0
0.586654,40,0.0188249,-0.0131752,7.016135931015015,15.0,5.77828,13.50975513458252,0.045534376776,1.75411,0.870741,7.078360319137573,200.0,42.1307488659,0.10448,0.0
0.589145,40,0.0440016,0.0198816,5.923588991165161,120.0,5.83293,19.495855808258057,0.240563675114,1.76352,0.263754,5.980245113372803,500.0,110.0,0.0789254,0.0
0.596271,40,0.0322448,0.000444204,5.929874658584595,257.5,5.96268,25.522504806518555,0.162492855517,1.78552,0.286873,6.0119547843933105,900.0,208.431643471,0.0844187,0.0
0.601952,40,-0.00268935,-0.0789568,6.1108293533325195,567.5,6.05959,31.69645667076111,0.303359724839,1.80164,0.578969,6.169154405593872,1400.0,351.701222631,0.233211,0.0
0.602479,40,-0.017128,-0.120183,6.154614448547363,3610.0,6.05145,37.90652132034302,0.705567727342,1.8003,0.846764,6.203303575515747,6000.0,815.720540381,0.40505,1900.0
0.600478,40,-0.0630568,-0.0875801,5.914121389389038,6505.0,5.99985,43.908759355545044,0.922691563896,1.79173,0.224406,5.986685037612915,7400.0,667.439135802,0.0466376,4400.0
