LossBefore,MaxKL,StdReturn,TotalExecTime,Perplexity,AveragePolicyStd,Time,Entropy,AverageReturn,LossAfter,MaxReturn,NumTrajs,MeanKL,ItrTime,ExplainedVariance,MinReturn
0.00921801,3.70795,251.545224562,5.261016607284546,15.2117,0.947542,5.303934574127197,2.72206,235.0,-0.0469217,1100.0,20,0.400679,5.303934574127197,0.181760606891,0.0
-0.00772334,0.291219,2739.14220149,4.748117208480835,15.3525,0.951819,10.113919258117676,2.73128,15110.0,-0.0602865,19400.0,20,0.180593,4.807477951049805,0.643965599669,10600.0
-0.0218232,0.272873,406.540280907,4.8572328090667725,15.2933,0.950283,15.03152871131897,2.72742,21435.0,-0.0442298,22100.0,20,0.0677667,4.913803577423096,0.992735852243,20600.0
-0.022579,0.405373,749.599893276,4.667820930480957,15.1274,0.945351,19.75030016899109,2.71651,21810.0,-0.0382984,22700.0,20,0.0512216,4.705855846405029,0.980551259442,19200.0
-0.0223173,0.0498642,465.268739547,4.760342836380005,14.9576,0.940152,24.557684898376465,2.70522,21605.0,-0.0299802,22300.0,20,0.0227694,4.793627738952637,0.988062109412,20100.0
-0.0103358,0.0959313,396.074487944,4.75647497177124,14.7916,0.934629,29.35670804977417,2.69406,21975.0,-0.019012,22600.0,20,0.0132125,4.7956366539001465,0.991228322819,20900.0
-0.0141465,0.445316,586.600375042,4.5777907371521,14.7153,0.932474,33.96864056587219,2.68889,22130.0,-0.0309133,22700.0,20,0.0559659,4.608297348022461,0.986003213111,20300.0
