MinReturn,NumTrajs,TotalExecTime,ItrTime,Perplexity,ExplainedVariance,MaxKL,MeanKL,LossBefore,StdReturn,AverageReturn,Time,LossAfter,Entropy,MaxReturn,AveragePolicyStd
0.0,40,4.799686908721924,4.859157562255859,16.3558,0.0847472942809,21.7276,0.736769,0.00879677,276.032153924,232.5,4.859152317047119,-0.109649,2.79458,1000.0,0.982009
0.0,40,4.744551420211792,4.830176830291748,16.5003,0.349352314841,9.88445,0.0718353,0.00588842,890.0,1120.0,9.693200826644897,-0.0210293,2.80338,3100.0,0.986164
0.0,40,5.612401723861694,5.660320997238159,16.549,0.389215409632,5.23176,0.0487186,-0.0103474,1677.28202757,1265.0,15.357527017593384,-0.0306905,2.80632,7200.0,0.987426
0.0,40,4.8581390380859375,4.886979818344116,16.4636,0.381252763382,3.27999,0.0762355,0.00325462,1468.08548797,1135.0,20.250587463378906,-0.0281872,2.80115,4500.0,0.984439
0.0,40,4.614378929138184,4.6667256355285645,16.4904,0.392915971389,3.61223,0.0819006,0.0129167,1447.72234907,1960.0,24.92108416557312,-0.0159984,2.80278,6900.0,0.984622
0.0,40,4.593190908432007,4.626007795333862,16.5972,0.482256291653,0.576925,0.0667982,-0.0109234,1697.33430708,2257.5,29.55962586402893,-0.0432372,2.80924,7800.0,0.987827
0.0,40,4.5756614208221436,4.610666275024414,16.5068,0.510064250167,1.36046,0.0451629,0.00146636,1624.18441071,3145.0,34.17420816421509,-0.0208697,2.80377,7800.0,0.984796
