Entropy,NumTrajs,Time,MinReturn,AveragePolicyStd,LossAfter,Perplexity,LossBefore,ExplainedVariance,MaxKL,TotalExecTime,AverageReturn,MeanKL,ItrTime,MaxReturn,StdReturn
2.83788,20,17.043522119522095,0.0,1.0,-0.0,17.0795,-0.0,1,0.0,16.709246397018433,0.0,0.0,17.04352855682373,0.0,0.0
2.83788,20,34.9806706905365,0.0,1.0,0.611383,17.0795,-0.0184875,0.0869194353872,392.755,17.478458881378174,45.0,5.33543,17.917649030685425,900.0,196.150452459
2.82863,20,51.417922258377075,0.0,0.995389,-0.0,16.9223,-0.0,1,0.0,16.23827290534973,0.0,0.0,16.432763814926147,0.0,0.0
2.82863,20,68.76008486747742,0.0,0.995389,-0.0,16.9223,-0.0,1,0.0,17.214131355285645,0.0,0.0,17.325029611587524,0.0,0.0
2.82863,20,84.90782070159912,0.0,0.995389,-0.0,16.9223,-0.0,1,0.0,15.98121690750122,0.0,0.0,16.13313055038452,0.0,0.0
2.82863,20,101.28958797454834,0.0,0.995389,0.648478,16.9223,0.0152131,0.0449469962389,434.75,16.176315546035767,40.0,4.9053,16.34806180000305,800.0,174.355957742
2.83624,20,118.18939995765686,0.0,0.999183,-0.00281241,17.0515,-0.0113235,0.205402453449,27.6416,16.761119604110718,115.0,0.185759,16.87807059288025,1600.0,373.195659139
