Entropy,ExplainedVariance,Perplexity,NumTrajs,LossBefore,AverageReturn,MinReturn,StdReturn,ItrTime,Time,TotalExecTime,MaxReturn,MaxKL,LossAfter,MeanKL,AveragePolicyStd
2.56857,0.150626248164,13.0471,20,0.0240159,3160.0,0.0,3198.96858378,13.521243333816528,13.521236896514893,13.377981901168823,10500.0,1.70202,-0.0876277,0.779659,0.87453
2.59259,0.965583997869,13.3643,20,-0.00485814,20115.0,18200.0,987.560124752,13.935911178588867,27.464226245880127,13.763915777206421,21400.0,0.107543,-0.0146631,0.0140849,0.884901
2.59016,0.974287740543,13.3319,20,-0.0166632,20455.0,18200.0,842.303389522,13.983292579650879,41.46594429016113,13.872331857681274,21600.0,0.0664237,-0.0245546,0.0099621,0.883722
2.58183,0.987710131324,13.2212,20,-0.0111728,20860.0,19100.0,465.188133985,13.64406704902649,55.11450910568237,13.434223413467407,21400.0,0.0391952,-0.016198,0.00643723,0.880081
2.57624,0.984379856933,13.1476,20,-0.0242507,20835.0,19200.0,623.117163943,13.447149276733398,68.5644257068634,13.415477514266968,21500.0,0.0638611,-0.0298776,0.00947914,0.87757
2.56411,0.991479948507,12.9891,20,-0.0240512,21110.0,20500.0,303.150127824,12.23061728477478,80.8089337348938,12.18919038772583,21600.0,0.063774,-0.0313108,0.0141669,0.872145
2.55209,0.991597336357,12.8339,20,0.0120474,21105.0,20600.0,272.90108098,13.099437952041626,93.91337823867798,13.050044536590576,21600.0,0.0764421,0.00303365,0.00750621,0.866866
